"Category","Group","Database","a","b","c","d","Odds ratio","p-value","q-value","Product"
"clust_2550","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2550","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2550","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2550","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2550","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2550","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2551","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2551","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2551","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2551","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2551","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2551","group5","ortho_id",5,43245,1,36014,4.16381003642157,0.230416002250849,0.827716146322251,"hypothetical protein"
"clust_2551","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"hypothetical protein"
"clust_2552","group7","ortho_id",0,1438,6,77821,0,1,1,"head-tail adaptor, putative"
"clust_2552","group1","ortho_id",0,3078,6,76181,0,1,1,"head-tail adaptor, putative"
"clust_2552","group4","ortho_id",0,2015,6,77244,0,1,1,"head-tail adaptor, putative"
"clust_2552","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"head-tail adaptor, putative"
"clust_2552","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"head-tail adaptor, putative"
"clust_2552","group6","ortho_id",0,9267,6,69992,0,1,1,"head-tail adaptor, putative"
"clust_2552","group2","ortho_id",0,4787,6,74472,0,1,1,"head-tail adaptor, putative"
"clust_2553","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2553","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2553","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2553","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2553","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2553","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2553","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2554","group7","ortho_id",0,1438,6,77821,0,1,1,"Mobile element protein"
"clust_2554","group6","ortho_id",2,9265,4,69994,3.77723146771869,0.148995482245081,0.679711982654413,"Mobile element protein"
"clust_2554","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"Mobile element protein"
"clust_2554","group4","ortho_id",0,2015,6,77244,0,1,1,"Mobile element protein"
"clust_2554","group2","ortho_id",0,4787,6,74472,0,1,1,"Mobile element protein"
"clust_2554","group1","ortho_id",0,3078,6,76181,0,1,1,"Mobile element protein"
"clust_2554","group3","ortho_id",4,15426,2,63833,8.27571494948737,0.015371017019219,0.153823818049931,"Mobile element protein"
"clust_2555","group4","ortho_id",0,2015,6,77244,0,1,1,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group6","ortho_id",0,9267,6,69992,0,1,1,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group3","ortho_id",4,15426,2,63833,8.27571494948737,0.015371017019219,0.153823818049931,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group2","ortho_id",0,4787,6,74472,0,1,1,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2555","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent"
"clust_2556","group4","ortho_id",0,2015,6,77244,0,1,1,"LSU ribosomal protein L36p"
"clust_2556","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"LSU ribosomal protein L36p"
"clust_2556","group3","ortho_id",4,15426,2,63833,8.27571494948737,0.015371017019219,0.153823818049931,"LSU ribosomal protein L36p"
"clust_2556","group6","ortho_id",0,9267,6,69992,0,1,1,"LSU ribosomal protein L36p"
"clust_2556","group2","ortho_id",0,4787,6,74472,0,1,1,"LSU ribosomal protein L36p"
"clust_2556","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"LSU ribosomal protein L36p"
"clust_2556","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"LSU ribosomal protein L36p"
"clust_2557","group7","ortho_id",0,1438,6,77821,0,1,1,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group3","ortho_id",6,15424,0,63835,Inf,5.43709245456408e-05,0.00191663418906487,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group4","ortho_id",0,2015,6,77244,0,1,1,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group6","ortho_id",0,9267,6,69992,0,1,1,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group2","ortho_id",0,4787,6,74472,0,1,1,"Predicted ATPase (AAA+ superfamily)"
"clust_2557","group1","ortho_id",0,3078,6,76181,0,1,1,"Predicted ATPase (AAA+ superfamily)"
"clust_2558","group3","ortho_id",4,15426,2,63833,8.27571494948737,0.015371017019219,0.153823818049931,"POSSIBLE RESOLVASE"
"clust_2558","group7","ortho_id",0,1438,6,77821,0,1,1,"POSSIBLE RESOLVASE"
"clust_2558","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"POSSIBLE RESOLVASE"
"clust_2558","group4","ortho_id",0,2015,6,77244,0,1,1,"POSSIBLE RESOLVASE"
"clust_2558","group1","ortho_id",0,3078,6,76181,0,1,1,"POSSIBLE RESOLVASE"
"clust_2558","group6","ortho_id",2,9265,4,69994,3.77723146771869,0.148995482245081,0.679711982654413,"POSSIBLE RESOLVASE"
"clust_2558","group2","ortho_id",0,4787,6,74472,0,1,1,"POSSIBLE RESOLVASE"
"clust_2559","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2559","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2559","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2559","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2559","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2559","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2559","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2560","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"Flavodoxin"
"clust_2560","group6","ortho_id",2,9265,4,69994,3.77723146771869,0.148995482245081,0.679711982654413,"Flavodoxin"
"clust_2560","group4","ortho_id",0,2015,6,77244,0,1,1,"Flavodoxin"
"clust_2560","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"Flavodoxin"
"clust_2560","group7","ortho_id",0,1438,6,77821,0,1,1,"Flavodoxin"
"clust_2560","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"Flavodoxin"
"clust_2560","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"Flavodoxin"
"clust_2561","group4","ortho_id",0,2015,6,77244,0,1,1,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group6","ortho_id",2,9265,4,69994,3.77723146771869,0.148995482245081,0.679711982654413,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group7","ortho_id",0,1438,6,77821,0,1,1,"lysosomal glucosyl ceramidase-like protein"
"clust_2561","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"lysosomal glucosyl ceramidase-like protein"
"clust_2562","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2562","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2562","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"hypothetical protein"
"clust_2562","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"hypothetical protein"
"clust_2562","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2562","group1","ortho_id",2,3076,4,76183,12.3816512698839,0.0203715691068164,0.182606511250183,"hypothetical protein"
"clust_2562","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"hypothetical protein"
"clust_2563","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"hypothetical protein"
"clust_2563","group3","ortho_id",1,15429,5,63830,0.82740577356538,1,1,"hypothetical protein"
"clust_2563","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"hypothetical protein"
"clust_2563","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2563","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"hypothetical protein"
"clust_2563","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"hypothetical protein"
"clust_2563","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2564","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group1","ortho_id",2,3076,4,76183,12.3816512698839,0.0203715691068164,0.182606511250183,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group4","ortho_id",0,2015,6,77244,0,1,1,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2564","group6","ortho_id",0,9267,6,69992,0,1,1,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"clust_2565","group7","ortho_id",0,1438,6,77821,0,1,1,"DUF1706 domain-containing protein"
"clust_2565","group1","ortho_id",0,3078,6,76181,0,1,1,"DUF1706 domain-containing protein"
"clust_2565","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"DUF1706 domain-containing protein"
"clust_2565","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"DUF1706 domain-containing protein"
"clust_2565","group3","ortho_id",1,15429,5,63830,0.82740577356538,1,1,"DUF1706 domain-containing protein"
"clust_2565","group6","ortho_id",0,9267,6,69992,0,1,1,"DUF1706 domain-containing protein"
"clust_2565","group5","ortho_id",1,43249,5,36010,0.166539734519229,0.0985726570817386,0.520225811350252,"DUF1706 domain-containing protein"
"clust_2566","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2566","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"hypothetical protein"
"clust_2566","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2566","group3","ortho_id",1,15429,5,63830,0.82740577356538,1,1,"hypothetical protein"
"clust_2566","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"hypothetical protein"
"clust_2566","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2566","group1","ortho_id",2,3076,4,76183,12.3816512698839,0.0203715691068164,0.182606511250183,"hypothetical protein"
"clust_2567","group6","ortho_id",1,9266,5,69993,1.51073180462916,0.525742591574345,1,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group4","ortho_id",0,2015,6,77244,0,1,1,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group7","ortho_id",0,1438,6,77821,0,1,1,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group1","ortho_id",2,3076,4,76183,12.3816512698839,0.0203715691068164,0.182606511250183,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2567","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"UDP-glucose dehydrogenase (EC 1.1.1.22)"
"clust_2568","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"putative sugar transport integral membrane protein"
"clust_2568","group7","ortho_id",0,1438,6,77821,0,1,1,"putative sugar transport integral membrane protein"
"clust_2568","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"putative sugar transport integral membrane protein"
"clust_2568","group1","ortho_id",0,3078,6,76181,0,1,1,"putative sugar transport integral membrane protein"
"clust_2568","group3","ortho_id",2,15428,4,63831,2.06870982071125,0.331526496696232,1,"putative sugar transport integral membrane protein"
"clust_2568","group6","ortho_id",0,9267,6,69992,0,1,1,"putative sugar transport integral membrane protein"
"clust_2568","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"putative sugar transport integral membrane protein"
"clust_2569","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2569","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"hypothetical protein"
"clust_2569","group7","ortho_id",1,1437,5,77822,10.8325394810165,0.104034189259622,0.539742887838554,"hypothetical protein"
"clust_2569","group3","ortho_id",1,15429,5,63830,0.82740577356538,1,1,"hypothetical protein"
"clust_2569","group2","ortho_id",3,4784,3,74475,15.5633837260803,0.00383319042057919,0.0507819438438741,"hypothetical protein"
"clust_2569","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"hypothetical protein"
"clust_2569","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2570","group1","ortho_id",0,3078,6,76181,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group2","ortho_id",0,4787,6,74472,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group7","ortho_id",0,1438,6,77821,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group6","ortho_id",0,9267,6,69992,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2570","group4","ortho_id",0,2015,6,77244,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group2","ortho_id",0,4787,6,74472,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group6","ortho_id",0,9267,6,69992,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group1","ortho_id",0,3078,6,76181,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group7","ortho_id",0,1438,6,77821,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2571","group4","ortho_id",0,2015,6,77244,0,1,1,"ABC transporter, ATP-binding/permease protein"
"clust_2572","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"TetR family transcriptional regulator"
"clust_2572","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"TetR family transcriptional regulator"
"clust_2572","group6","ortho_id",0,9267,6,69992,0,1,1,"TetR family transcriptional regulator"
"clust_2572","group7","ortho_id",0,1438,6,77821,0,1,1,"TetR family transcriptional regulator"
"clust_2572","group2","ortho_id",0,4787,6,74472,0,1,1,"TetR family transcriptional regulator"
"clust_2572","group1","ortho_id",0,3078,6,76181,0,1,1,"TetR family transcriptional regulator"
"clust_2572","group4","ortho_id",0,2015,6,77244,0,1,1,"TetR family transcriptional regulator"
"clust_2573","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2573","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2573","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2573","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2573","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2573","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2573","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2574","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"Acyl-CoA thioesterase 1"
"clust_2574","group1","ortho_id",0,3078,6,76181,0,1,1,"Acyl-CoA thioesterase 1"
"clust_2574","group7","ortho_id",0,1438,6,77821,0,1,1,"Acyl-CoA thioesterase 1"
"clust_2574","group4","ortho_id",0,2015,6,77244,0,1,1,"Acyl-CoA thioesterase 1"
"clust_2574","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"Acyl-CoA thioesterase 1"
"clust_2574","group2","ortho_id",0,4787,6,74472,0,1,1,"Acyl-CoA thioesterase 1"
"clust_2574","group6","ortho_id",0,9267,6,69992,0,1,1,"Acyl-CoA thioesterase 1"
"clust_2575","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2575","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2575","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2575","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2575","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2575","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2575","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2576","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2576","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2576","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2576","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2576","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2576","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2576","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2577","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2577","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2577","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2577","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2577","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2577","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2577","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2578","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2578","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2578","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2578","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2578","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2578","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2578","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2579","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2579","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2579","group3","ortho_id",1,15429,5,63830,0.82740577356538,1,1,"hypothetical protein"
"clust_2579","group1","ortho_id",1,3077,5,76182,4.95213323767174,0.211515550741632,0.807887702505059,"hypothetical protein"
"clust_2579","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2579","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2579","group5","ortho_id",4,43246,2,36013,1.6654804078633,0.695234579102352,1,"hypothetical protein"
"clust_2580","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2580","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2580","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2580","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2580","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2580","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2580","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2581","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2581","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2581","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2581","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2581","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2581","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2581","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2582","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2582","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2582","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2582","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2582","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2582","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2582","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2583","group6","ortho_id",0,9267,6,69992,0,1,1,"hypothetical protein"
"clust_2583","group4","ortho_id",0,2015,6,77244,0,1,1,"hypothetical protein"
"clust_2583","group2","ortho_id",0,4787,6,74472,0,1,1,"hypothetical protein"
"clust_2583","group1","ortho_id",0,3078,6,76181,0,1,1,"hypothetical protein"
"clust_2583","group3","ortho_id",0,15430,6,63829,0,0.604326597174971,1,"hypothetical protein"
"clust_2583","group5","ortho_id",6,43244,0,36015,Inf,0.0351817058072352,0.2854585691855,"hypothetical protein"
"clust_2583","group7","ortho_id",0,1438,6,77821,0,1,1,"hypothetical protein"
"clust_2584","group3","ortho_id",2,15428,4,63831,2.06870982071125,0.331526496696232,1,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group7","ortho_id",0,1438,6,77821,0,1,1,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group6","ortho_id",3,9264,3,69995,7.55518654173539,0.0243084121017486,0.213297108460987,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group2","ortho_id",0,4787,6,74472,0,1,1,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2584","group1","ortho_id",0,3078,6,76181,0,1,1,"MSM (multiple sugar metabolism) operon regulatory protein"
"clust_2585","group3","ortho_id",2,15428,4,63831,2.06870982071125,0.331526496696232,1,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group2","ortho_id",0,4787,6,74472,0,1,1,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group5","ortho_id",0,43250,6,36009,0,0.00879656321924804,0.0978331076006287,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group7","ortho_id",0,1438,6,77821,0,1,1,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group6","ortho_id",3,9264,3,69995,7.55518654173539,0.0243084121017486,0.213297108460987,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2585","group1","ortho_id",0,3078,6,76181,0,1,1,"Multiple sugar ABC transporter, substrate-binding protein"
"clust_2586","group4","ortho_id",1,2014,5,77245,7.67157993311463,0.143159470357208,0.66061536470612,"FIG00424381: hypothetical protein"
"clust_2586","group2","ortho_id",0,4787,6,74472,0,1,1,"FIG00424381: hypothetical protein"
"clust_2586","group7","ortho_id",0,1438,6,77821,0,1,1,"FIG00424381: hypothetical protein"
"clust_2586","group6","ortho_id",3,9264,3,69995,7.55518654173539,0.0243084121017486,0.213297108460987,"FIG00424381: hypothetical protein"
"clust_2586","group3","ortho_id",2,15428,4,63831,2.06870982071125,0.331526496696232,1,"FIG00424381: hypothetical protein"
