"","ortho_id","top_hit"
"1675","clust_1675","hypothetical protein"
"1676","clust_1676","FIG00672247: hypothetical protein"
"1677","clust_1677","Glycosyltransferase"
"1678","clust_1678","hypothetical protein"
"1679","clust_1679","hypothetical protein"
"1680","clust_1680","Glycosyltransferase"
"1681","clust_1681","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"1682","clust_1682","FIG00672241: hypothetical protein"
"1683","clust_1683","FIG00672180: hypothetical protein"
"1684","clust_1684","hypothetical protein"
"1685","clust_1685","hypothetical protein"
"1686","clust_1686","hypothetical protein"
"1687","clust_1687","phage integrase family protein"
"1688","clust_1688","hypothetical protein"
"1689","clust_1689","hypothetical protein"
"1690","clust_1690","FIG00424036: hypothetical protein"
"1691","clust_1691","hypothetical protein"
"1692","clust_1692","hypothetical protein"
"1693","clust_1693","hypothetical protein"
"1694","clust_1694","hypothetical protein"
"1695","clust_1695","FIG00425592: hypothetical protein"
"1696","clust_1696","DNA primase, phage associated"
"1697","clust_1697","hypothetical protein"
"1698","clust_1698","hypothetical protein"
"1699","clust_1699","hypothetical protein"
"1700","clust_1700","hypothetical protein"
"1701","clust_1701","streptococcal hemagglutinin protein"
"1702","clust_1702","hypothetical protein"
"1703","clust_1703","hypothetical protein"
"1704","clust_1704","hypothetical protein"
"1705","clust_1705","hypothetical protein"
"1706","clust_1706","hypothetical protein"
"1707","clust_1707","hypothetical protein"
"1708","clust_1708","hypothetical protein"
"1709","clust_1709","hypothetical protein"
"1710","clust_1710","FIG00672247: hypothetical protein"
"1711","clust_1711","hypothetical protein"
"1712","clust_1712","serine_threonine protein kinase"
"1713","clust_1713","Prevent-host-death family protein"
"1714","clust_1714","hypothetical protein"
"1715","clust_1715","hypothetical protein"
"1716","clust_1716","Chromatin structure and dynamics"
"1717","clust_1717","Mobile element protein"
"1718","clust_1718","hypothetical protein"
"1719","clust_1719","FIG00410669: hypothetical protein"
"1720","clust_1720","FIG01115012: hypothetical protein"
"1721","clust_1721","FIG01116907: hypothetical protein"
"1722","clust_1722","hypothetical protein"
"1723","clust_1723","hypothetical protein"
"1724","clust_1724","hypothetical protein"
"1725","clust_1725","hypothetical protein"
"1726","clust_1726","hypothetical protein"
"1727","clust_1727","hypothetical protein"
"1728","clust_1728","hypothetical protein"
"1729","clust_1729","hypothetical protein"
"1730","clust_1730","hypothetical protein"
"1731","clust_1731","Beta-glucanase precursor (EC 3.2.1.73)"
"1732","clust_1732","hypothetical protein"
"1733","clust_1733","hypothetical protein"
"1734","clust_1734","hypothetical protein"
"1735","clust_1735","hypothetical protein"
"1736","clust_1736","hypothetical protein"
"1737","clust_1737","FIG00672354: hypothetical protein"
"1738","clust_1738","hypothetical protein"
"1739","clust_1739","hypothetical protein"
"1740","clust_1740","hypothetical protein"
"1741","clust_1741","hypothetical protein"
"1742","clust_1742","hypothetical protein"
"1743","clust_1743","hypothetical protein"
"1744","clust_1744","hypothetical protein"
"1745","clust_1745","hypothetical protein"
"1746","clust_1746","hypothetical protein"
"1747","clust_1747","hypothetical protein"
"1748","clust_1748","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"1749","clust_1749","hypothetical protein"
"1750","clust_1750","hypothetical protein"
"1751","clust_1751","hypothetical protein"
"1752","clust_1752","hypothetical protein"
"1753","clust_1753","Translation initiation factor 2"
"1754","clust_1754","Exonuclease SbcC"
"1755","clust_1755","hypothetical protein"
"1756","clust_1756","hypothetical protein"
"1757","clust_1757","hypothetical protein"
"1758","clust_1758","hypothetical protein"
"1759","clust_1759","hypothetical protein"
"1760","clust_1760","hypothetical protein"
"1761","clust_1761","hypothetical protein"
"1762","clust_1762","hypothetical protein"
"1763","clust_1763","hypothetical protein"
"1764","clust_1764","hypothetical protein"
"1765","clust_1765","hypothetical protein"
"1766","clust_1766","hypothetical protein"
"1767","clust_1767","hypothetical protein"
"1768","clust_1768","Phage major capsid protein"
"1769","clust_1769","hypothetical protein"
"1770","clust_1770","hypothetical protein"
"1771","clust_1771","Phage tail length tape-measure protein"
"1772","clust_1772","hypothetical protein"
"1773","clust_1773","hypothetical protein"
"1774","clust_1774","hypothetical protein"
"1775","clust_1775","hypothetical protein"
"1776","clust_1776","hypothetical protein"
"1777","clust_1777","hypothetical protein"
"1778","clust_1778","hypothetical protein"
"1779","clust_1779","hypothetical protein"
"1780","clust_1780","3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)"
"1781","clust_1781","hypothetical protein"
"1782","clust_1782","hypothetical protein"
"1783","clust_1783","hypothetical protein"
"1784","clust_1784","hypothetical protein"
"1785","clust_1785","hypothetical protein"
"1786","clust_1786","hypothetical protein"
"1787","clust_1787","hypothetical protein"
"1788","clust_1788","hypothetical protein"
"1789","clust_1789","hypothetical protein"
"1790","clust_1790","hypothetical protein"
"1791","clust_1791","hypothetical protein"
"1792","clust_1792","hypothetical protein"
"1793","clust_1793","hypothetical protein"
"1794","clust_1794","hypothetical protein"
"1795","clust_1795","hypothetical protein"
"1796","clust_1796","hypothetical protein"
"1797","clust_1797","hypothetical protein"
"1798","clust_1798","hypothetical protein"
"1799","clust_1799","hypothetical protein"
"1800","clust_1800","Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)"
"1801","clust_1801","Type II restriction enzyme DpnII (EC 3.1.21.4) (Endonuclease DpnII) (R.DpnII)"
"1802","clust_1802","FIG00672383: hypothetical protein"
"1803","clust_1803","hypothetical protein"
"1804","clust_1804","FIG045374: Type II restriction enzyme, methylase subunit YeeA"
"1805","clust_1805","hypothetical protein"
"1806","clust_1806","hypothetical protein"
"1807","clust_1807","hypothetical protein"
"1808","clust_1808","hypothetical protein"
"1809","clust_1809","hypothetical protein"
"1810","clust_1810","hypothetical protein"
"1811","clust_1811","FIG00671977: hypothetical protein"
"1812","clust_1812","hypothetical protein"
"1813","clust_1813","Iron(III) dicitrate transport protein FecA"
"1814","clust_1814","hypothetical protein"
"1815","clust_1815","hypothetical protein"
"1816","clust_1816","FIG00672493: hypothetical protein"
"1817","clust_1817","transposase"
"1818","clust_1818","hypothetical protein"
"1819","clust_1819","hypothetical protein"
"1820","clust_1820","hypothetical protein"
"1821","clust_1821","Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)"
"1822","clust_1822","hypothetical protein"
"1823","clust_1823","hypothetical protein"
"1824","clust_1824","FIG00672088: hypothetical protein"
"1825","clust_1825","hypothetical protein"
"1826","clust_1826","hypothetical protein"
"1827","clust_1827","hypothetical protein"
"1828","clust_1828","hypothetical protein"
"1829","clust_1829","hypothetical protein"
"1830","clust_1830","hypothetical protein"
"1831","clust_1831","hypothetical protein"
"1832","clust_1832","hypothetical protein"
"1833","clust_1833","hypothetical protein"
"1834","clust_1834","Prophage antirepressor"
"1835","clust_1835","FIG022160: hypothetical toxin"
"1836","clust_1836","Addiction module antidote protein"
"1837","clust_1837","hypothetical protein"
"1838","clust_1838","hypothetical protein"
"1839","clust_1839","hypothetical protein"
"1840","clust_1840","hypothetical protein"
"1841","clust_1841","hypothetical protein"
"1842","clust_1842","hypothetical protein"
"1843","clust_1843","hypothetical protein"
"1844","clust_1844","hypothetical protein"
"1845","clust_1845","hypothetical protein"
"1846","clust_1846","INTEGRAL MEMBRANE PROTEIN (Rhomboid family)"
"1847","clust_1847","DNA helicase related protein"
"1848","clust_1848","hypothetical protein"
"1849","clust_1849","FIG00672502: hypothetical protein"
"1850","clust_1850","hypothetical protein"
"1851","clust_1851","hypothetical protein"
"1852","clust_1852","hypothetical protein"
"1853","clust_1853","Tetracycline resistance protein TetM"
"1854","clust_1854","FIG01197404: hypothetical protein"
"1855","clust_1855","ATP-dependent DNA helicase"
"1856","clust_1856","polysaccharide deacetylase/glycosyl transferase"
"1857","clust_1857","hypothetical protein"
"1858","clust_1858","hypothetical protein"
"1859","clust_1859","hypothetical protein"
"1860","clust_1860","hypothetical protein"
"1861","clust_1861","hypothetical protein"
"1862","clust_1862","type IIS restriction enzyme"
"1863","clust_1863","hypothetical protein"
"1864","clust_1864","hypothetical protein"
"1865","clust_1865","hypothetical protein"
"1866","clust_1866","hypothetical protein"
"1867","clust_1867","hypothetical protein"
"1868","clust_1868","hypothetical protein"
"1869","clust_1869","Zinc-finger protein"
"1870","clust_1870","hypothetical protein"
"1871","clust_1871","streptococcal hemagglutinin protein"
"1872","clust_1872","unknown protein"
"1873","clust_1873","hypothetical protein"
"1874","clust_1874","FIG00672107: hypothetical protein"
"1875","clust_1875","hypothetical protein"
"1876","clust_1876","hypothetical protein"
"1877","clust_1877","hypothetical protein"
"1878","clust_1878","HigB toxin protein"
"1879","clust_1879","hypothetical protein"
"1880","clust_1880","Abortive infection protein AbiGII"
"1881","clust_1881","hypothetical protein"
"1882","clust_1882","hypothetical protein"
"1883","clust_1883","hypothetical protein"
"1884","clust_1884","hypothetical protein"
"1885","clust_1885","hypothetical protein"
"1886","clust_1886","hypothetical protein"
"1887","clust_1887","Exonuclease SbcC"
"1888","clust_1888","hypothetical protein"
"1889","clust_1889","hypothetical protein"
"1890","clust_1890","hypothetical protein"
"1891","clust_1891","hypothetical protein"
"1892","clust_1892","FIG00672401: hypothetical protein"
"1893","clust_1893","hypothetical protein"
"1894","clust_1894","hypothetical protein"
"1895","clust_1895","hypothetical protein APECO1_2271"
"1896","clust_1896","hypothetical protein"
"1897","clust_1897","hypothetical protein"
"1898","clust_1898","hypothetical protein"
"1899","clust_1899","hypothetical protein"
"1900","clust_1900","hypothetical protein"
"1901","clust_1901","hypothetical protein"
"1902","clust_1902","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"1903","clust_1903","hypothetical protein"
"1904","clust_1904","FIG00671990: hypothetical protein"
"1905","clust_1905","hypothetical protein"
"1906","clust_1906","hypothetical protein"
"1907","clust_1907","hypothetical protein"
"1908","clust_1908","Translation elongation factor Ts"
"1909","clust_1909","hypothetical protein"
"1910","clust_1910","hypothetical protein"
"1911","clust_1911","hypothetical protein"
"1912","clust_1912","hypothetical protein"
"1913","clust_1913","hypothetical protein"
"1914","clust_1914","4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)"
"1915","clust_1915","hypothetical protein"
"1916","clust_1916","hypothetical protein"
"1917","clust_1917","hypothetical protein"
"1918","clust_1918","hypothetical protein"
"1919","clust_1919","hypothetical protein"
"1920","clust_1920","hypothetical protein"
"1921","clust_1921","hypothetical protein"
"1922","clust_1922","hypothetical protein"
"1923","clust_1923","hypothetical protein"
"1924","clust_1924","hypothetical protein"
"1925","clust_1925","hypothetical protein"
"1926","clust_1926","hypothetical protein"
"1927","clust_1927","hypothetical protein"
"1928","clust_1928","hypothetical protein"
"1929","clust_1929","hypothetical protein"
"1930","clust_1930","hypothetical protein"
"1931","clust_1931","hypothetical protein"
"1932","clust_1932","hypothetical protein"
"1933","clust_1933","Lj965 prophage protein"
"1934","clust_1934","hypothetical protein"
"1935","clust_1935","hypothetical protein"
"1936","clust_1936","hypothetical protein"
"1937","clust_1937","hypothetical protein"
"1938","clust_1938","hypothetical protein"
"1939","clust_1939","hypothetical protein"
"1940","clust_1940","hypothetical protein"
"1941","clust_1941","hypothetical protein"
"1942","clust_1942","hypothetical protein"
"1943","clust_1943","Negative regulator of beta-lactamase expression"
"1944","clust_1944","hypothetical protein"
"1945","clust_1945","hypothetical protein"
"1946","clust_1946","hypothetical protein"
"1947","clust_1947","hypothetical protein"
"1948","clust_1948","hypothetical protein"
"1949","clust_1949","hypothetical protein"
"1950","clust_1950","Sialidase (EC 3.2.1.18)"
"1951","clust_1951","hypothetical protein"
"1952","clust_1952","hypothetical protein"
"1953","clust_1953","hypothetical protein"
"1954","clust_1954","hypothetical protein"
"1955","clust_1955","hypothetical protein"
"1956","clust_1956","hypothetical protein"
"1957","clust_1957","hypothetical protein"
"1958","clust_1958","Exonuclease SbcC"
"1959","clust_1959","hypothetical protein"
"1960","clust_1960","hypothetical protein"
"1961","clust_1961","Exonuclease SbcC"
"1962","clust_1962","hypothetical protein"
"1963","clust_1963","hypothetical protein"
"1964","clust_1964","hypothetical protein"
"1965","clust_1965","hypothetical protein"
"1966","clust_1966","hypothetical protein"
"1967","clust_1967","TPR domain protein in aerotolerance operon"
"1968","clust_1968","Transcriptional regulator, LysR family"
"1969","clust_1969","hypothetical protein"
"1970","clust_1970","Cytidine/deoxycytidylate deaminase family protein"
"1971","clust_1971","hypothetical protein"
"1972","clust_1972","hypothetical protein"
"1973","clust_1973","hypothetical protein"
"1974","clust_1974","ABC transporter ATP-binding protein"
"1975","clust_1975","FIG00671990: hypothetical protein"
"1976","clust_1976","hypothetical protein"
"1977","clust_1977","hypothetical protein"
"1978","clust_1978","hypothetical protein"
"1979","clust_1979","DNA repair protein RecN"
"1980","clust_1980","hypothetical protein"
"1981","clust_1981","hypothetical protein"
"1982","clust_1982","hypothetical protein"
"1983","clust_1983","hypothetical protein"
"1984","clust_1984","hypothetical protein"
"1985","clust_1985","hypothetical protein"
"1986","clust_1986","hypothetical protein"
"1987","clust_1987","hypothetical protein"
"1988","clust_1988","hypothetical protein"
"1989","clust_1989","hypothetical protein"
"1990","clust_1990","hypothetical protein"
"1991","clust_1991","Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)"
"1992","clust_1992","hypothetical protein"
"1993","clust_1993","hypothetical protein"
"1994","clust_1994","hypothetical protein"
"1995","clust_1995","hypothetical cytosolic protein"
"1996","clust_1996","Sortase A, LPXTG specific"
"1997","clust_1997","Modification methylase EcoRI (EC 2.1.1.72)"
"1998","clust_1998","ClpB protein"
"1999","clust_1999","DNA-damage-inducible protein J"
"2000","clust_2000","hypothetical protein"
"2001","clust_2001","hypothetical protein"
"2002","clust_2002","hypothetical protein"
"2003","clust_2003","hypothetical protein"
"2004","clust_2004","hypothetical protein"
"2005","clust_2005","hypothetical protein"
"2006","clust_2006","hypothetical protein"
"2007","clust_2007","FIG00671990: hypothetical protein"
"2008","clust_2008","Signal peptidase I (EC 3.4.21.89)"
"2009","clust_2009","hypothetical protein"
"2010","clust_2010","hypothetical protein"
"2011","clust_2011","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"2012","clust_2012","hypothetical protein"
"2013","clust_2013","hypothetical protein"
"2014","clust_2014","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"2015","clust_2015","hypothetical protein"
"2016","clust_2016","hypothetical protein"
"2017","clust_2017","hypothetical protein"
"2018","clust_2018","hypothetical protein"
"2019","clust_2019","hypothetical protein"
"2020","clust_2020","FIG00672414: hypothetical protein"
"2021","clust_2021","hypothetical protein"
"2022","clust_2022","hypothetical protein"
"2023","clust_2023","hypothetical protein"
"2024","clust_2024","hypothetical protein"
"2025","clust_2025","hypothetical protein"
"2026","clust_2026","hypothetical protein"
"2027","clust_2027","hypothetical protein"
"2028","clust_2028","hypothetical protein"
"2029","clust_2029","hypothetical protein"
"2030","clust_2030","Ribosomal-protein-S5p-alanine acetyltransferase"
"2031","clust_2031","Translation initiation factor 2"
"2032","clust_2032","hypothetical protein"
"2033","clust_2033","hypothetical protein"
"2034","clust_2034","hypothetical protein"
"2035","clust_2035","hypothetical protein"
"2036","clust_2036","hypothetical protein"
"2037","clust_2037","hypothetical protein"
"2038","clust_2038","hypothetical protein"
"2039","clust_2039","hypothetical protein"
"2040","clust_2040","hypothetical protein"
"2041","clust_2041","hypothetical protein"
"2042","clust_2042","hypothetical protein"
"2043","clust_2043","ATPase"
"2044","clust_2044","hypothetical protein"
"2045","clust_2045","protein kinase"
"2046","clust_2046","DNA-damage-inducible protein J"
"2047","clust_2047","hypothetical protein"
"2048","clust_2048","hypothetical protein"
"2049","clust_2049","hypothetical protein"
"2050","clust_2050","Exonuclease SbcC"
"2051","clust_2051","hypothetical protein"
"2052","clust_2052","hypothetical protein"
"2053","clust_2053","hypothetical protein"
"2054","clust_2054","hypothetical protein"
"2055","clust_2055","hypothetical protein"
"2056","clust_2056","hypothetical protein"
"2057","clust_2057","hypothetical protein"
"2058","clust_2058","hypothetical protein"
"2059","clust_2059","hypothetical protein"
"2060","clust_2060","hypothetical protein"
"2061","clust_2061","hypothetical protein"
"2062","clust_2062","hypothetical protein"
"2063","clust_2063","hypothetical protein"
"2064","clust_2064","hypothetical protein"
"2065","clust_2065","hypothetical protein"
"2066","clust_2066","hypothetical protein"
"2067","clust_2067","hypothetical protein"
"2068","clust_2068","hypothetical protein"
"2069","clust_2069","FIG00672195: hypothetical protein"
"2070","clust_2070","hypothetical protein"
"2071","clust_2071","hypothetical protein"
"2072","clust_2072","hypothetical protein"
"2073","clust_2073","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"2074","clust_2074","hypothetical protein"
"2075","clust_2075","Site-specific recombinase"
"2076","clust_2076","hypothetical protein"
"2077","clust_2077","hypothetical protein"
"2078","clust_2078","hypothetical protein"
"2079","clust_2079","hypothetical protein"
"2080","clust_2080","hypothetical protein"
"2081","clust_2081","hypothetical protein"
"2082","clust_2082","Beta-hexosaminidase (EC 3.2.1.52)"
"2083","clust_2083","hypothetical protein"
"2084","clust_2084","hypothetical protein"
"2085","clust_2085","hypothetical protein"
"2086","clust_2086","ABC-type transport system, ATP binding protein"
"2087","clust_2087","Exonuclease SbcC"
"2088","clust_2088","putative transcriptional regulator, LacI-family"
"2089","clust_2089","hypothetical protein"
"2090","clust_2090","Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)"
"2091","clust_2091","Ferric iron ABC transporter, permease protein"
"2092","clust_2092","iron(III)-binding periplasmic protein precursor"
"2093","clust_2093","hypothetical protein"
"2094","clust_2094","hypothetical protein"
"2095","clust_2095","Exonuclease SbcC"
"2096","clust_2096","hypothetical protein"
"2097","clust_2097","hypothetical protein"
"2098","clust_2098","Exonuclease SbcC"
"2099","clust_2099","Fibril-like structure subunit FibA, putative"
"2100","clust_2100","hypothetical protein"
"2101","clust_2101","hypothetical protein"
"2102","clust_2102","Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)"
"2103","clust_2103","hypothetical protein"
"2104","clust_2104","hypothetical protein"
"2105","clust_2105","hypothetical protein"
"2106","clust_2106","hypothetical protein"
"2107","clust_2107","hypothetical protein"
"2108","clust_2108","hypothetical protein"
"2109","clust_2109","hypothetical protein"
"2110","clust_2110","Exonuclease SbcC"
"2111","clust_2111","hypothetical protein"
"2112","clust_2112","hypothetical protein"
"2113","clust_2113","hypothetical protein"
"2114","clust_2114","hypothetical protein"
"2115","clust_2115","hypothetical protein"
"2116","clust_2116","FOG: TPR repeat"
"2117","clust_2117","hypothetical protein"
"2118","clust_2118","hypothetical protein"
"2119","clust_2119","hypothetical protein"
"2120","clust_2120","hypothetical protein"
"2121","clust_2121","hypothetical protein"
"2122","clust_2122","McrBC restriction endonuclease system, McrB subunit, putative"
"2123","clust_2123","FIG00671952: hypothetical protein"
"2124","clust_2124","hypothetical protein"
"2125","clust_2125","hypothetical protein"
"2126","clust_2126","hypothetical protein"
"2127","clust_2127","hypothetical protein"
"2128","clust_2128","hypothetical protein"
"2129","clust_2129","hypothetical protein"
"2130","clust_2130","hypothetical protein"
"2131","clust_2131","hypothetical protein"
"2132","clust_2132","hypothetical protein"
"2133","clust_2133","hypothetical protein"
"2134","clust_2134","hypothetical protein"
"2135","clust_2135","hypothetical protein"
"2136","clust_2136","hypothetical protein"
"2137","clust_2137","hypothetical protein"
"2138","clust_2138","hypothetical protein"
"2139","clust_2139","hypothetical protein"
"2140","clust_2140","hypothetical protein"
"2141","clust_2141","hypothetical protein"
"2142","clust_2142","hypothetical protein"
"2143","clust_2143","hypothetical protein"
"2144","clust_2144","hypothetical protein"
"2145","clust_2145","hypothetical protein"
"2146","clust_2146","hypothetical protein"
"2147","clust_2147","hypothetical protein"
"2148","clust_2148","hypothetical protein"
"2149","clust_2149","hypothetical protein"
"2150","clust_2150","hypothetical protein"
"2151","clust_2151","hypothetical protein"
"2152","clust_2152","hypothetical protein"
"2153","clust_2153","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"2154","clust_2154","hypothetical protein"
"2155","clust_2155","hypothetical protein"
"2156","clust_2156","FIG00672247: hypothetical protein"
"2157","clust_2157","hypothetical protein"
"2158","clust_2158","hypothetical protein"
"2159","clust_2159","hypothetical protein"
"2160","clust_2160","hypothetical protein"
"2161","clust_2161","hypothetical protein"
"2162","clust_2162","hypothetical protein"
"2163","clust_2163","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)"
"2164","clust_2164","hypothetical protein"
"2165","clust_2165","hypothetical protein"
"2166","clust_2166","LPXTG-motif protein cell wall anchor domain protein"
"2167","clust_2167","hypothetical protein"
"2168","clust_2168","hypothetical protein"
"2169","clust_2169","hypothetical protein"
"2170","clust_2170","hypothetical protein"
"2171","clust_2171","hypothetical protein"
"2172","clust_2172","hypothetical protein"
"2173","clust_2173","hypothetical protein"
"2174","clust_2174","hypothetical protein"
"2175","clust_2175","hypothetical protein"
"2176","clust_2176","hypothetical protein"
"2177","clust_2177","hypothetical protein"
"2178","clust_2178","hypothetical protein"
"2179","clust_2179","hypothetical protein"
"2180","clust_2180","hypothetical protein"
"2181","clust_2181","hypothetical protein"
"2182","clust_2182","hypothetical protein"
"2183","clust_2183","hypothetical protein"
"2184","clust_2184","hypothetical protein"
"2185","clust_2185","hypothetical protein"
"2186","clust_2186","hypothetical protein"
"2187","clust_2187","hypothetical protein"
"2188","clust_2188","hypothetical protein"
"2189","clust_2189","hypothetical protein"
"2190","clust_2190","hypothetical protein"
"2191","clust_2191","hypothetical protein"
"2192","clust_2192","Translation initiation factor 2"
"2193","clust_2193","hypothetical protein"
"2194","clust_2194","hypothetical protein"
"2195","clust_2195","hypothetical protein"
"2196","clust_2196","hypothetical protein"
"2197","clust_2197","hypothetical protein"
"2198","clust_2198","hypothetical protein"
"2199","clust_2199","hypothetical protein"
"2200","clust_2200","hypothetical protein"
"2201","clust_2201","hypothetical protein"
"2202","clust_2202","hypothetical protein"
"2203","clust_2203","hypothetical protein"
"2204","clust_2204","hypothetical protein"
"2205","clust_2205","hypothetical protein"
"2206","clust_2206","hypothetical protein"
"2207","clust_2207","hypothetical protein"
"2208","clust_2208","hypothetical protein"
"2209","clust_2209","LPXTG-motif protein cell wall anchor domain protein"
"2210","clust_2210","hypothetical protein"
"2211","clust_2211","hypothetical protein"
"2212","clust_2212","hypothetical protein"
"2213","clust_2213","hypothetical protein"
"2214","clust_2214","hypothetical protein"
"2215","clust_2215","hypothetical protein"
"2216","clust_2216","hypothetical protein"
"2217","clust_2217","hypothetical protein"
"2218","clust_2218","hypothetical protein"
"2219","clust_2219","hypothetical protein"
"2220","clust_2220","Secreted protein precursor"
"2221","clust_2221","hypothetical protein"
"2222","clust_2222","putative ATP-binding protein"
"2223","clust_2223","hypothetical protein"
"2224","clust_2224","hypothetical protein"
"2225","clust_2225","hypothetical protein"
"2226","clust_2226","hypothetical protein"
"2227","clust_2227","hypothetical protein"
"2228","clust_2228","hypothetical protein"
"2229","clust_2229","hypothetical protein"
"2230","clust_2230","hypothetical protein"
"2231","clust_2231","hypothetical protein"
"2232","clust_2232","hypothetical protein"
"2233","clust_2233","hypothetical protein"
"2234","clust_2234","hypothetical protein"
"2235","clust_2235","hypothetical protein"
"2236","clust_2236","hypothetical protein"
"2237","clust_2237","hypothetical protein"
"2238","clust_2238","hypothetical protein"
"2239","clust_2239","hypothetical protein"
"2240","clust_2240","hypothetical protein"
"2241","clust_2241","hypothetical protein"
"2242","clust_2242","hypothetical protein"
"2243","clust_2243","hypothetical protein"
"2244","clust_2244","hypothetical protein"
"2245","clust_2245","hypothetical protein"
"2246","clust_2246","hypothetical protein"
"2247","clust_2247","hypothetical protein"
"2248","clust_2248","hypothetical protein"
"2249","clust_2249","hypothetical protein"
"2250","clust_2250","hypothetical protein"
"2251","clust_2251","FIG01114600: hypothetical protein"
"2252","clust_2252","hypothetical protein"
"2253","clust_2253","hypothetical protein"
"2254","clust_2254","hypothetical protein"
"2255","clust_2255","""Type I restriction-modification system, specificity subunit S """
"2256","clust_2256","hypothetical protein"
"2257","clust_2257","hypothetical protein"
"2258","clust_2258","hypothetical protein"
"2259","clust_2259","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)"
"2260","clust_2260","hypothetical protein"
"2261","clust_2261","TolA protein"
"2262","clust_2262","hypothetical protein"
"2263","clust_2263","hypothetical protein"
"2264","clust_2264","hypothetical protein"
"2265","clust_2265","hypothetical protein"
"2266","clust_2266","hypothetical protein"
"2267","clust_2267","hypothetical protein"
"2268","clust_2268","sugar and carbohydrate transporters"
"2269","clust_2269","hypothetical protein"
"2270","clust_2270","hypothetical protein"
"2271","clust_2271","hypothetical protein"
"2272","clust_2272","hypothetical protein"
"2273","clust_2273","hypothetical protein"
"2274","clust_2274","hypothetical protein"
"2275","clust_2275","hypothetical protein"
"2276","clust_2276","hypothetical protein"
"2277","clust_2277","hypothetical protein"
"2278","clust_2278","hypothetical protein"
"2279","clust_2279","hypothetical protein"
"2280","clust_2280","hypothetical protein"
"2281","clust_2281","hypothetical protein"
"2282","clust_2282","hypothetical protein"
"2283","clust_2283","hypothetical protein"
"2284","clust_2284","hypothetical protein"
"2285","clust_2285","Alpha-glucosidase (EC 3.2.1.20)"
"2286","clust_2286","hypothetical protein"
"2287","clust_2287","hypothetical protein"
"2288","clust_2288","FIG00672556: hypothetical protein"
"2289","clust_2289","hypothetical protein"
"2290","clust_2290","hypothetical protein"
"2291","clust_2291","hypothetical protein"
"2292","clust_2292","hypothetical protein"
"2293","clust_2293","hypothetical protein"
"2294","clust_2294","hypothetical protein"
"2295","clust_2295","hypothetical protein"
"2296","clust_2296","Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)"
"2297","clust_2297","hypothetical protein"
"2298","clust_2298","hypothetical protein"
"2299","clust_2299","hypothetical protein"
"2300","clust_2300","hypothetical protein"
"2301","clust_2301","Transcriptional regulator"
"2302","clust_2302","hypothetical protein"
"2303","clust_2303","hypothetical protein"
"2304","clust_2304","hypothetical protein"
"2305","clust_2305","hypothetical protein"
"2306","clust_2306","hypothetical protein"
"2307","clust_2307","hypothetical protein"
"2308","clust_2308","hypothetical protein"
"2309","clust_2309","hypothetical protein"
"2310","clust_2310","hypothetical protein"
"2311","clust_2311","hypothetical protein"
"2312","clust_2312","hypothetical protein"
"2313","clust_2313","hypothetical protein"
"2314","clust_2314","protein of unknown function DUF955"
"2315","clust_2315","hypothetical protein"
"2316","clust_2316","hypothetical protein"
"2317","clust_2317","hypothetical protein"
"2318","clust_2318","Exonuclease SbcC"
"2319","clust_2319","hypothetical protein"
"2320","clust_2320","Rep"
"2321","clust_2321","hypothetical protein"
"2322","clust_2322","hypothetical protein"
"2323","clust_2323","hypothetical protein"
"2324","clust_2324","hypothetical protein"
"2325","clust_2325","hypothetical protein"
"2326","clust_2326","hypothetical protein"
"2327","clust_2327","hypothetical protein"
"2328","clust_2328","hypothetical protein"
"2329","clust_2329","hypothetical protein"
"2330","clust_2330","hypothetical protein"
"2331","clust_2331","hypothetical protein"
"2332","clust_2332","hypothetical protein"
"2333","clust_2333","Mobile element protein"
"2334","clust_2334","hypothetical protein"
"2335","clust_2335","hypothetical protein"
"2336","clust_2336","Exonuclease SbcC"
"2337","clust_2337","hypothetical protein"
"2338","clust_2338","Crp-family transcriptional regulator"
"2339","clust_2339","hypothetical protein"
"2340","clust_2340","hypothetical protein"
"2341","clust_2341","hypothetical protein"
"2342","clust_2342","hypothetical protein"
"2343","clust_2343","hypothetical protein"
"2344","clust_2344","hypothetical protein"
"2345","clust_2345","hypothetical protein"
