"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV24|SEQ00030"	"clust_1140"	"fid|183975152|locus|VBIGarVag268944_0031|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis JCP7672]"	"fid|183975152|locus|VBIGarVag268944_0031"	"SEQ00030"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00122"	"clust_1155"	"fid|183975345|locus|VBIGarVag268944_0123|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis JCP7672]"	"fid|183975345|locus|VBIGarVag268944_0123"	"SEQ00122"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00326"	"clust_1053"	"fid|183975772|locus|VBIGarVag268944_0327|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7672]"	"fid|183975772|locus|VBIGarVag268944_0327"	"SEQ00326"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00471"	"clust_1148"	"fid|183976077|locus|VBIGarVag268944_0472|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis JCP7672]"	"fid|183976077|locus|VBIGarVag268944_0472"	"SEQ00471"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00472"	"clust_1149"	"fid|183976079|locus|VBIGarVag268944_0473|   FIG01114224: hypothetical protein   [Gardnerella vaginalis JCP7672]"	"fid|183976079|locus|VBIGarVag268944_0473"	"SEQ00472"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00545"	"clust_1146"	"fid|183976238|locus|VBIGarVag268944_0546|   Xylose-responsive transcription regulator, ROK family   [Gardnerella vaginalis JCP7672]"	"fid|183976238|locus|VBIGarVag268944_0546"	"SEQ00545"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00546"	"clust_1147"	"fid|183976240|locus|VBIGarVag268944_0547|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis JCP7672]"	"fid|183976240|locus|VBIGarVag268944_0547"	"SEQ00546"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00548"	"clust_1053"	"fid|183976244|locus|VBIGarVag268944_0549|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP7672]"	"fid|183976244|locus|VBIGarVag268944_0549"	"SEQ00548"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00615"	"clust_1144"	"fid|183976400|locus|VBIGarVag268944_0616|   hypothetical protein   [Gardnerella vaginalis JCP7672]"	"fid|183976400|locus|VBIGarVag268944_0616"	"SEQ00615"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ00776"	"clust_1158"	"fid|183976749|locus|VBIGarVag268944_0777|   hypothetical protein   [Gardnerella vaginalis JCP7672]"	"fid|183976749|locus|VBIGarVag268944_0777"	"SEQ00776"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ01091"	"clust_1152"	"fid|183977447|locus|VBIGarVag268944_1092|   FIG00424915: hypothetical protein   [Gardnerella vaginalis JCP7672]"	"fid|183977447|locus|VBIGarVag268944_1092"	"SEQ01091"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ01092"	"clust_1151"	"fid|183977449|locus|VBIGarVag268944_1093|   Zeta toxin   [Gardnerella vaginalis JCP7672]"	"fid|183977449|locus|VBIGarVag268944_1093"	"SEQ01092"	"Gardnerella vaginalis JCP7672"
"GV24|SEQ01093"	"clust_1150"	"fid|183977451|locus|VBIGarVag268944_1094|   transcription regulator, probable   [Gardnerella vaginalis JCP7672]"	"fid|183977451|locus|VBIGarVag268944_1094"	"SEQ01093"	"Gardnerella vaginalis JCP7672"
"GV30|SEQ00011"	"clust_1147"	"fid|183992058|locus|VBIGarVag267667_0011|   Xylulose kinase (EC 2.7.1.17)   [Gardnerella vaginalis JCP8108]"	"fid|183992058|locus|VBIGarVag267667_0011"	"SEQ00011"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00012"	"clust_1146"	"fid|183992060|locus|VBIGarVag267667_0012|   Xylose repressor XylR (ROK family)   [Gardnerella vaginalis JCP8108]"	"fid|183992060|locus|VBIGarVag267667_0012"	"SEQ00012"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00136"	"clust_1155"	"fid|183992316|locus|VBIGarVag267667_0136|   N-acylglucosamine 2-epimerase (EC 5.1.3.8)   [Gardnerella vaginalis JCP8108]"	"fid|183992316|locus|VBIGarVag267667_0136"	"SEQ00136"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00416"	"clust_1158"	"fid|183992908|locus|VBIGarVag267667_0417|   hypothetical protein   [Gardnerella vaginalis JCP8108]"	"fid|183992908|locus|VBIGarVag267667_0417"	"SEQ00416"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00486"	"clust_1053"	"fid|183993065|locus|VBIGarVag267667_0487|   L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)   [Gardnerella vaginalis JCP8108]"	"fid|183993065|locus|VBIGarVag267667_0487"	"SEQ00486"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00694"	"clust_1152"	"fid|183993516|locus|VBIGarVag267667_0695|   FIG00424915: hypothetical protein   [Gardnerella vaginalis JCP8108]"	"fid|183993516|locus|VBIGarVag267667_0695"	"SEQ00694"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00695"	"clust_1151"	"fid|183993518|locus|VBIGarVag267667_0696|   Zeta toxin   [Gardnerella vaginalis JCP8108]"	"fid|183993518|locus|VBIGarVag267667_0696"	"SEQ00695"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00696"	"clust_1150"	"fid|183993520|locus|VBIGarVag267667_0697|   transcription regulator, probable   [Gardnerella vaginalis JCP8108]"	"fid|183993520|locus|VBIGarVag267667_0697"	"SEQ00696"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00698"	"clust_1140"	"fid|183993525|locus|VBIGarVag267667_0699|   Alpha-L-fucosidase (EC 3.2.1.51)   [Gardnerella vaginalis JCP8108]"	"fid|183993525|locus|VBIGarVag267667_0699"	"SEQ00698"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00699"	"clust_1141"	"fid|183993527|locus|VBIGarVag267667_0700|   Beta-galactosidase (EC 3.2.1.23)   [Gardnerella vaginalis JCP8108]"	"fid|183993527|locus|VBIGarVag267667_0700"	"SEQ00699"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00700"	"clust_1142"	"fid|183993529|locus|VBIGarVag267667_0701|   ABC-type sugar transport system, permease component   [Gardnerella vaginalis JCP8108]"	"fid|183993529|locus|VBIGarVag267667_0701"	"SEQ00700"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00703"	"clust_1143"	"fid|183993535|locus|VBIGarVag267667_0704|   ABC transporter, solute-binding protein   [Gardnerella vaginalis JCP8108]"	"fid|183993535|locus|VBIGarVag267667_0704"	"SEQ00703"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00719"	"clust_1144"	"fid|183993569|locus|VBIGarVag267667_0721|   hypothetical protein   [Gardnerella vaginalis JCP8108]"	"fid|183993569|locus|VBIGarVag267667_0721"	"SEQ00719"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00759"	"clust_1149"	"fid|183993654|locus|VBIGarVag267667_0761|   FIG01114224: hypothetical protein   [Gardnerella vaginalis JCP8108]"	"fid|183993654|locus|VBIGarVag267667_0761"	"SEQ00759"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00760"	"clust_1148"	"fid|183993656|locus|VBIGarVag267667_0762|   Galactokinase (EC 2.7.1.6)   [Gardnerella vaginalis JCP8108]"	"fid|183993656|locus|VBIGarVag267667_0762"	"SEQ00760"	"Gardnerella vaginalis JCP8108"
"GV30|SEQ00950"	"clust_1154"	"fid|183994091|locus|VBIGarVag267667_0952|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP8108]"	"fid|183994091|locus|VBIGarVag267667_0952"	"SEQ00950"	"Gardnerella vaginalis JCP8108"
