short_id	genome_name	accession	annotation	feature_type	na_feature_id	locus_tag	gene	product	ec_number	ec_name	figfam_id	go_id	go_term	pathway_id	pathway_name	ortho_id	id_short
fid|42068757|locus|VBIGarVag4823_0050	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000033	PATRIC	CDS	42068757	VBIGarVag4823_0050	NA	ATP synthase beta chain (EC 3.6.3.14)	3.6.3.14	H(+)-transporting two-sector ATPase	FIG00040241	GO:0046933	hydrogen ion transporting ATP synthase activity, rotational mechanism	680	Methane metabolism	clust_3144	GV18
fid|42068784|locus|VBIGarVag4823_0062	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000036	PATRIC	CDS	42068784	VBIGarVag4823_0062	NA	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	3.5.1.47	N-acetyldiaminopimelate deacetylase	FIG00016846	GO:0050118	N-acetyldiaminopimelate deacetylase activity	300	Lysine biosynthesis	clust_3145	GV18
fid|42068892|locus|VBIGarVag4823_0109	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000050	PATRIC	CDS	42068892	VBIGarVag4823_0109	NA	Amino acid permease-associated region precursor	NA	NA	FIG01426800	NA	NA	NA	NA	clust_3147	GV18
fid|42068897|locus|VBIGarVag4823_0111	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000051	PATRIC	CDS	42068897	VBIGarVag4823_0111	NA	DNA recombination protein RmuC	NA	NA	FIG00000595	NA	NA	NA	NA	clust_3148	GV18
fid|42068945|locus|VBIGarVag4823_0133	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000055	PATRIC	CDS	42068945	VBIGarVag4823_0133	NA	Methionine ABC transporter substrate-binding protein	NA	NA	FIG00047509	NA	NA	NA	NA	clust_3149	GV18
fid|42069086|locus|VBIGarVag4823_0197	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000067	PATRIC	CDS	42069086	VBIGarVag4823_0197	NA	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)	1.3.3.1	Transferred entry: 1.3.98.1	FIG00001054	GO:0004158	dihydroorotate oxidase activity	NA	NA	clust_3152	GV18
fid|42069108|locus|VBIGarVag4823_0207	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000069	PATRIC	CDS	42069108	VBIGarVag4823_0207	NA	hypothetical protein	NA	NA	FIG00638284	NA	NA	NA	NA	clust_3153	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0003676	nucleic acid binding	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0006265	DNA topological change	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0005694	chromosome	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0006304	DNA modification	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0006268	DNA unwinding during replication	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0006259	DNA metabolic process	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0005524	ATP binding	NA	NA	clust_3154	GV18
fid|42069125|locus|VBIGarVag4823_0214	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000070	PATRIC	CDS	42069125	VBIGarVag4823_0214	NA	Topoisomerase IV subunit B (EC 5.99.1.-)	5.99.1.-	Sole sub-subclass for isomerases that do not belong in the other subclasses.	FIG00000439	GO:0003677	DNA binding	NA	NA	clust_3154	GV18
fid|42069194|locus|VBIGarVag4823_0246	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000073	PATRIC	CDS	42069194	VBIGarVag4823_0246	NA	Sortase A, LPXTG specific	NA	NA	FIG00007328	NA	NA	NA	NA	clust_3155	GV18
fid|42069253|locus|VBIGarVag4823_0273	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000078	PATRIC	CDS	42069253	VBIGarVag4823_0273	NA	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NA	NA	FIG00002049	NA	NA	NA	NA	clust_3156	GV18
fid|42069461|locus|VBIGarVag4823_0369	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000092	PATRIC	CDS	42069461	VBIGarVag4823_0369	NA	SSU ribosomal protein S2p (SAe)	NA	NA	FIG00037273	GO:0005840	ribosome	NA	NA	clust_3158	GV18
fid|42069461|locus|VBIGarVag4823_0369	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000092	PATRIC	CDS	42069461	VBIGarVag4823_0369	NA	SSU ribosomal protein S2p (SAe)	NA	NA	FIG00037273	GO:0003735	structural constituent of ribosome	NA	NA	clust_3158	GV18
fid|42069461|locus|VBIGarVag4823_0369	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000092	PATRIC	CDS	42069461	VBIGarVag4823_0369	NA	SSU ribosomal protein S2p (SAe)	NA	NA	FIG00037273	GO:0005622	intracellular	NA	NA	clust_3158	GV18
fid|42069461|locus|VBIGarVag4823_0369	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000092	PATRIC	CDS	42069461	VBIGarVag4823_0369	NA	SSU ribosomal protein S2p (SAe)	NA	NA	FIG00037273	GO:0006412	translation	NA	NA	clust_3158	GV18
fid|42069480|locus|VBIGarVag4823_0378	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000093	PATRIC	CDS	42069480	VBIGarVag4823_0378	NA	Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	FIG00000434	GO:0004412	homoserine dehydrogenase activity	260	Glycine, serine and threonine metabolism	clust_3159	GV18
fid|42069480|locus|VBIGarVag4823_0378	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000093	PATRIC	CDS	42069480	VBIGarVag4823_0378	NA	Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	FIG00000434	GO:0004412	homoserine dehydrogenase activity	270	Cysteine and methionine metabolism	clust_3159	GV18
fid|42069480|locus|VBIGarVag4823_0378	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000093	PATRIC	CDS	42069480	VBIGarVag4823_0378	NA	Homoserine dehydrogenase (EC 1.1.1.3)	1.1.1.3	Homoserine dehydrogenase	FIG00000434	GO:0004412	homoserine dehydrogenase activity	300	Lysine biosynthesis	clust_3159	GV18
fid|42069564|locus|VBIGarVag4823_0417	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000095	PATRIC	CDS	42069564	VBIGarVag4823_0417	NA	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	3.6.1.23	dUTP diphosphatase	FIG00000388	GO:0004170	dUTP diphosphatase activity	240	Pyrimidine metabolism	clust_3162	GV18
fid|42069567|locus|VBIGarVag4823_0418	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000096	PATRIC	CDS	42069567	VBIGarVag4823_0418	NA	phosphopyruvate hydratase	NA	NA	FIG01325209	NA	NA	NA	NA	clust_3163	GV18
fid|42069647|locus|VBIGarVag4823_0456	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000100	PATRIC	CDS	42069647	VBIGarVag4823_0456	NA	hypothetical protein	NA	NA	FIG00638284	NA	NA	NA	NA	clust_3164	GV18
fid|42069698|locus|VBIGarVag4823_0481	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000101	PATRIC	CDS	42069698	VBIGarVag4823_0481	NA	FIG00424960: hypothetical protein	NA	NA	FIG00672331	NA	NA	NA	NA	clust_3165	GV18
fid|42069897|locus|VBIGarVag4823_0571	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000110	PATRIC	CDS	42069897	VBIGarVag4823_0571	NA	FIG00672196: hypothetical protein	NA	NA	FIG00722989	NA	NA	NA	NA	clust_3168	GV18
fid|42069915|locus|VBIGarVag4823_0579	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000112	PATRIC	CDS	42069915	VBIGarVag4823_0579	NA	1,4-beta-N-acetylmuramidase	NA	NA	FIG01472404	NA	NA	NA	NA	clust_3169	GV18
fid|42069918|locus|VBIGarVag4823_0580	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000113	PATRIC	CDS	42069918	VBIGarVag4823_0580	NA	Cell division trigger factor (EC 5.2.1.8)	5.2.1.8	Peptidylprolyl isomerase	FIG00000286	NA	NA	NA	NA	clust_3170	GV18
fid|42070251|locus|VBIGarVag4823_0731	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000124	PATRIC	CDS	42070251	VBIGarVag4823_0731	NA	hypothetical protein	NA	NA	FIG00638284	NA	NA	NA	NA	clust_3173	GV18
fid|42070329|locus|VBIGarVag4823_0769	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000125	PATRIC	CDS	42070329	VBIGarVag4823_0769	NA	MSM (multiple sugar metabolism) operon regulatory protein	NA	NA	FIG01304229	GO:0043565	sequence-specific DNA binding	NA	NA	clust_3175	GV18
fid|42070329|locus|VBIGarVag4823_0769	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000125	PATRIC	CDS	42070329	VBIGarVag4823_0769	NA	MSM (multiple sugar metabolism) operon regulatory protein	NA	NA	FIG01304229	GO:0005622	intracellular	NA	NA	clust_3175	GV18
fid|42070329|locus|VBIGarVag4823_0769	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000125	PATRIC	CDS	42070329	VBIGarVag4823_0769	NA	MSM (multiple sugar metabolism) operon regulatory protein	NA	NA	FIG01304229	GO:0003700	transcription factor activity	NA	NA	clust_3175	GV18
fid|42070421|locus|VBIGarVag4823_0812	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000129	PATRIC	CDS	42070421	VBIGarVag4823_0812	NA	hypothetical protein	NA	NA	FIG00638284	NA	NA	NA	NA	clust_3177	GV18
fid|42070440|locus|VBIGarVag4823_0821	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000130	PATRIC	CDS	42070440	VBIGarVag4823_0821	NA	hypothetical protein	NA	NA	FIG00638284	NA	NA	NA	NA	clust_3179	GV18
fid|42070493|locus|VBIGarVag4823_0847	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070493	VBIGarVag4823_0847	NA	Preprotein translocase secY subunit (TC 3.A.5.1.1)	NA	NA	FIG00937056	GO:0016020	membrane	NA	NA	clust_3180	GV18
fid|42070493|locus|VBIGarVag4823_0847	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070493	VBIGarVag4823_0847	NA	Preprotein translocase secY subunit (TC 3.A.5.1.1)	NA	NA	FIG00937056	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA	NA	clust_3180	GV18
fid|42070493|locus|VBIGarVag4823_0847	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070493	VBIGarVag4823_0847	NA	Preprotein translocase secY subunit (TC 3.A.5.1.1)	NA	NA	FIG00937056	GO:0009306	protein secretion	NA	NA	clust_3180	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	980	Metabolism of xenobiotics by cytochrome P450	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	10	Glycolysis / Gluconeogenesis	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	625	Tetrachloroethene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	982	Drug metabolism - cytochrome P450	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	260	Glycine, serine and threonine metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	626	Naphthalene and anthracene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	350	Tyrosine metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	71	Fatty acid metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	830	Retinol metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	980	Metabolism of xenobiotics by cytochrome P450	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	10	Glycolysis / Gluconeogenesis	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	625	Tetrachloroethene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	982	Drug metabolism - cytochrome P450	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	260	Glycine, serine and threonine metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	626	Naphthalene and anthracene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	350	Tyrosine metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	71	Fatty acid metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.1.1.1	Alcohol dehydrogenase	FIG00055762	GO:0004022	alcohol dehydrogenase activity	830	Retinol metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0004022	alcohol dehydrogenase activity	620	Pyruvate metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0004022	alcohol dehydrogenase activity	650	Butanoate metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0004022	alcohol dehydrogenase activity	621	Biphenyl degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0004022	alcohol dehydrogenase activity	622	Toluene and xylene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0004022	alcohol dehydrogenase activity	362	Benzoate degradation via hydroxylation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	620	Pyruvate metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	650	Butanoate metabolism	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	621	Biphenyl degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	622	Toluene and xylene degradation	clust_3181	GV18
fid|42070537|locus|VBIGarVag4823_0869	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000131	PATRIC	CDS	42070537	VBIGarVag4823_0869	NA	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	FIG00055762	GO:0008774	acetaldehyde dehydrogenase (acetylating) activity	362	Benzoate degradation via hydroxylation	clust_3181	GV18
fid|42070605|locus|VBIGarVag4823_0901	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000133	PATRIC	CDS	42070605	VBIGarVag4823_0901	NA	Virulence factor mviN	NA	NA	FIG00493242	NA	NA	NA	NA	clust_3185	GV18
fid|42070640|locus|VBIGarVag4823_0918	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000134	PATRIC	CDS	42070640	VBIGarVag4823_0918	NA	DNA gyrase subunit A (EC 5.99.1.3)	5.99.1.3	DNA topoisomerase (ATP-hydrolyzing)	FIG00000080	GO:0003918	DNA topoisomerase (ATP-hydrolyzing) activity	NA	NA	clust_3186	GV18
fid|42070677|locus|VBIGarVag4823_0936	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000135	PATRIC	CDS	42070677	VBIGarVag4823_0936	NA	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	FIG00000221	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	550	Peptidoglycan biosynthesis	clust_3187	GV18
fid|42070903|locus|VBIGarVag4823_1040	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000139	PATRIC	CDS	42070903	VBIGarVag4823_1040	NA	OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial	NA	NA	FIG00018823	NA	NA	NA	NA	clust_3190	GV18
fid|42070972|locus|VBIGarVag4823_1074	Gardnerella vaginalis ATCC 14018 = JCM 11026	NZ_ADNB01000140	PATRIC	CDS	42070972	VBIGarVag4823_1074	NA	Glycosyltransferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	FIG01193496	NA	NA	603	Glycosphingolipid biosynthesis - globo series	clust_3191	GV18
