cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV08|SEQ00816	clust_3070	fid|85476061|locus|VBIGarVag251521_0816|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476061|locus|VBIGarVag251521_0816	SEQ00816	Gardnerella vaginalis 284V	GV08
GV08|SEQ00824	clust_3071	fid|85476077|locus|VBIGarVag251521_0824|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476077|locus|VBIGarVag251521_0824	SEQ00824	Gardnerella vaginalis 284V	GV08
GV08|SEQ00825	clust_3072	fid|85476079|locus|VBIGarVag251521_0825|   SSU ribosomal protein S16p   [Gardnerella vaginalis 284V]	fid|85476079|locus|VBIGarVag251521_0825	SEQ00825	Gardnerella vaginalis 284V	GV08
GV08|SEQ00925	clust_3073	fid|85476285|locus|VBIGarVag251521_0925|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476285|locus|VBIGarVag251521_0925	SEQ00925	Gardnerella vaginalis 284V	GV08
GV08|SEQ01109	clust_3074	fid|85476667|locus|VBIGarVag251521_1109|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476667|locus|VBIGarVag251521_1109	SEQ01109	Gardnerella vaginalis 284V	GV08
GV08|SEQ01115	clust_3075	fid|85476679|locus|VBIGarVag251521_1115|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476679|locus|VBIGarVag251521_1115	SEQ01115	Gardnerella vaginalis 284V	GV08
GV08|SEQ01143	clust_3076	fid|85476735|locus|VBIGarVag251521_1143|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476735|locus|VBIGarVag251521_1143	SEQ01143	Gardnerella vaginalis 284V	GV08
GV08|SEQ01170	clust_3077	fid|85476793|locus|VBIGarVag251521_1170|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476793|locus|VBIGarVag251521_1170	SEQ01170	Gardnerella vaginalis 284V	GV08
GV08|SEQ01220	clust_3078	fid|85476903|locus|VBIGarVag251521_1220|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476903|locus|VBIGarVag251521_1220	SEQ01220	Gardnerella vaginalis 284V	GV08
GV08|SEQ01233	clust_3079	fid|85476929|locus|VBIGarVag251521_1233|   Exonuclease SbcC   [Gardnerella vaginalis 284V]	fid|85476929|locus|VBIGarVag251521_1233	SEQ01233	Gardnerella vaginalis 284V	GV08
GV08|SEQ01251	clust_3080	fid|85476965|locus|VBIGarVag251521_1251|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85476965|locus|VBIGarVag251521_1251	SEQ01251	Gardnerella vaginalis 284V	GV08
GV08|SEQ01266	clust_3081	fid|85477003|locus|VBIGarVag251521_1266|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85477003|locus|VBIGarVag251521_1266	SEQ01266	Gardnerella vaginalis 284V	GV08
GV08|SEQ01287	clust_3082	fid|85477054|locus|VBIGarVag251521_1287|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85477054|locus|VBIGarVag251521_1287	SEQ01287	Gardnerella vaginalis 284V	GV08
GV08|SEQ01290	clust_3083	fid|85477060|locus|VBIGarVag251521_1290|   hypothetical protein   [Gardnerella vaginalis 284V]	fid|85477060|locus|VBIGarVag251521_1290	SEQ01290	Gardnerella vaginalis 284V	GV08
GV06|SEQ00012	clust_3084	fid|85488729|locus|VBIGarVag244004_0012|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488729|locus|VBIGarVag244004_0012	SEQ00012	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00014	clust_3085	fid|85488733|locus|VBIGarVag244004_0014|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488733|locus|VBIGarVag244004_0014	SEQ00014	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00017	clust_3086	fid|85488739|locus|VBIGarVag244004_0017|   FIG00672113: hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488739|locus|VBIGarVag244004_0017	SEQ00017	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00068	clust_3087	fid|85488841|locus|VBIGarVag244004_0068|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488841|locus|VBIGarVag244004_0068	SEQ00068	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00097	clust_3088	fid|85488904|locus|VBIGarVag244004_0097|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488904|locus|VBIGarVag244004_0097	SEQ00097	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00100	clust_3089	fid|85488910|locus|VBIGarVag244004_0100|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85488910|locus|VBIGarVag244004_0100	SEQ00100	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00170	clust_3090	fid|85489055|locus|VBIGarVag244004_0170|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489055|locus|VBIGarVag244004_0170	SEQ00170	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00232	clust_3091	fid|85489181|locus|VBIGarVag244004_0232|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489181|locus|VBIGarVag244004_0232	SEQ00232	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00274	clust_3092	fid|85489270|locus|VBIGarVag244004_0274|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis 1400E]	fid|85489270|locus|VBIGarVag244004_0274	SEQ00274	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00299	clust_3093	fid|85489321|locus|VBIGarVag244004_0299|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489321|locus|VBIGarVag244004_0299	SEQ00299	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00303	clust_3094	fid|85489331|locus|VBIGarVag244004_0303|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489331|locus|VBIGarVag244004_0303	SEQ00303	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00331	clust_3095	fid|85489388|locus|VBIGarVag244004_0331|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489388|locus|VBIGarVag244004_0331	SEQ00331	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00400	clust_3096	fid|85489543|locus|VBIGarVag244004_0400|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489543|locus|VBIGarVag244004_0400	SEQ00400	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00406	clust_3097	fid|85489556|locus|VBIGarVag244004_0406|   tRNA-specific adenosine-34 deaminase    [Gardnerella vaginalis 1400E]	fid|85489556|locus|VBIGarVag244004_0406	SEQ00406	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00438	clust_3098	fid|85489624|locus|VBIGarVag244004_0438|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489624|locus|VBIGarVag244004_0438	SEQ00438	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00445	clust_3099	fid|85489643|locus|VBIGarVag244004_0445|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489643|locus|VBIGarVag244004_0445	SEQ00445	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00446	clust_3100	fid|85489645|locus|VBIGarVag244004_0446|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489645|locus|VBIGarVag244004_0446	SEQ00446	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00476	clust_3101	fid|85489710|locus|VBIGarVag244004_0476|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489710|locus|VBIGarVag244004_0476	SEQ00476	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00551	clust_3102	fid|85489869|locus|VBIGarVag244004_0551|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489869|locus|VBIGarVag244004_0551	SEQ00551	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00552	clust_3103	fid|85489871|locus|VBIGarVag244004_0552|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85489871|locus|VBIGarVag244004_0552	SEQ00552	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00629	clust_3104	fid|85490039|locus|VBIGarVag244004_0629|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490039|locus|VBIGarVag244004_0629	SEQ00629	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00685	clust_3105	fid|85490154|locus|VBIGarVag244004_0685|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490154|locus|VBIGarVag244004_0685	SEQ00685	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00686	clust_3106	fid|85490156|locus|VBIGarVag244004_0686|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490156|locus|VBIGarVag244004_0686	SEQ00686	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00688	clust_3107	fid|85490161|locus|VBIGarVag244004_0688|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490161|locus|VBIGarVag244004_0688	SEQ00688	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00689	clust_3108	fid|85490163|locus|VBIGarVag244004_0689|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490163|locus|VBIGarVag244004_0689	SEQ00689	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00711	clust_3109	fid|85490210|locus|VBIGarVag244004_0711|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490210|locus|VBIGarVag244004_0711	SEQ00711	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00780	clust_3110	fid|85490354|locus|VBIGarVag244004_0780|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490354|locus|VBIGarVag244004_0780	SEQ00780	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00781	clust_3111	fid|85490356|locus|VBIGarVag244004_0781|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490356|locus|VBIGarVag244004_0781	SEQ00781	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00787	clust_3112	fid|85490368|locus|VBIGarVag244004_0787|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490368|locus|VBIGarVag244004_0787	SEQ00787	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00864	clust_3113	fid|85490533|locus|VBIGarVag244004_0864|   ABC transporter, ATP-binding protein-related protein   [Gardnerella vaginalis 1400E]	fid|85490533|locus|VBIGarVag244004_0864	SEQ00864	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00949	clust_3114	fid|85490706|locus|VBIGarVag244004_0949|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490706|locus|VBIGarVag244004_0949	SEQ00949	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00962	clust_3115	fid|85490735|locus|VBIGarVag244004_0962|   FIG00672189: hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490735|locus|VBIGarVag244004_0962	SEQ00962	Gardnerella vaginalis 1400E	GV06
GV06|SEQ00990	clust_3116	fid|85490793|locus|VBIGarVag244004_0990|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490793|locus|VBIGarVag244004_0990	SEQ00990	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01005	clust_3117	fid|85490823|locus|VBIGarVag244004_1005|   SSU ribosomal protein S16p   [Gardnerella vaginalis 1400E]	fid|85490823|locus|VBIGarVag244004_1005	SEQ01005	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01028	clust_3118	fid|85490870|locus|VBIGarVag244004_1028|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490870|locus|VBIGarVag244004_1028	SEQ01028	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01033	clust_3119	fid|85490880|locus|VBIGarVag244004_1033|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490880|locus|VBIGarVag244004_1033	SEQ01033	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01045	clust_3120	fid|85490908|locus|VBIGarVag244004_1045|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490908|locus|VBIGarVag244004_1045	SEQ01045	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01046	clust_3121	fid|85490910|locus|VBIGarVag244004_1046|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490910|locus|VBIGarVag244004_1046	SEQ01046	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01074	clust_3122	fid|85490974|locus|VBIGarVag244004_1074|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85490974|locus|VBIGarVag244004_1074	SEQ01074	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01132	clust_3123	fid|85491090|locus|VBIGarVag244004_1132|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491090|locus|VBIGarVag244004_1132	SEQ01132	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01153	clust_3124	fid|85491133|locus|VBIGarVag244004_1153|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491133|locus|VBIGarVag244004_1153	SEQ01153	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01202	clust_3125	fid|85491231|locus|VBIGarVag244004_1202|   Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)   [Gardnerella vaginalis 1400E]	fid|85491231|locus|VBIGarVag244004_1202	SEQ01202	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01207	clust_3126	fid|85491241|locus|VBIGarVag244004_1207|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491241|locus|VBIGarVag244004_1207	SEQ01207	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01208	clust_3127	fid|85491243|locus|VBIGarVag244004_1208|   HTH DNA-binding protein   [Gardnerella vaginalis 1400E]	fid|85491243|locus|VBIGarVag244004_1208	SEQ01208	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01209	clust_3128	fid|85491245|locus|VBIGarVag244004_1209|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491245|locus|VBIGarVag244004_1209	SEQ01209	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01264	clust_3129	fid|85491357|locus|VBIGarVag244004_1264|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491357|locus|VBIGarVag244004_1264	SEQ01264	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01327	clust_3130	fid|85491487|locus|VBIGarVag244004_1327|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491487|locus|VBIGarVag244004_1327	SEQ01327	Gardnerella vaginalis 1400E	GV06
GV06|SEQ01336	clust_3131	fid|85491505|locus|VBIGarVag244004_1336|   hypothetical protein   [Gardnerella vaginalis 1400E]	fid|85491505|locus|VBIGarVag244004_1336	SEQ01336	Gardnerella vaginalis 1400E	GV06
GV18|SEQ00001	clust_3132	fid|42068623|locus|VBIGarVag4823_0001|   Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068623|locus|VBIGarVag4823_0001	SEQ00001	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00003	clust_3133	fid|42068629|locus|VBIGarVag4823_0003|   Lon-like protease with PDZ domain   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068629|locus|VBIGarVag4823_0003	SEQ00003	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00005	clust_3134	fid|42068638|locus|VBIGarVag4823_0005|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068638|locus|VBIGarVag4823_0005	SEQ00005	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00006	clust_3135	fid|42068642|locus|VBIGarVag4823_0006|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068642|locus|VBIGarVag4823_0006	SEQ00006	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00007	clust_3136	fid|42068647|locus|VBIGarVag4823_0007|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068647|locus|VBIGarVag4823_0007	SEQ00007	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00010	clust_3137	fid|42068655|locus|VBIGarVag4823_0010|   Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068655|locus|VBIGarVag4823_0010	SEQ00010	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00012	clust_3138	fid|42068660|locus|VBIGarVag4823_0012|   ABC sugar transporter, periplasmic binding protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068660|locus|VBIGarVag4823_0012	SEQ00012	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00018	clust_3139	fid|42068677|locus|VBIGarVag4823_0018|   6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068677|locus|VBIGarVag4823_0018	SEQ00018	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00021	clust_3140	fid|42068686|locus|VBIGarVag4823_0021|   FIG00672020: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068686|locus|VBIGarVag4823_0021	SEQ00021	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00025	clust_3141	fid|42068696|locus|VBIGarVag4823_0025|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068696|locus|VBIGarVag4823_0025	SEQ00025	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00026	clust_3142	fid|42068698|locus|VBIGarVag4823_0026|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068698|locus|VBIGarVag4823_0026	SEQ00026	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00049	clust_3143	fid|42068754|locus|VBIGarVag4823_0049|   CRISPR-associated protein Cas1   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068754|locus|VBIGarVag4823_0049	SEQ00049	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00050	clust_3144	fid|42068757|locus|VBIGarVag4823_0050|   ATP synthase beta chain (EC 3.6.3.14)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068757|locus|VBIGarVag4823_0050	SEQ00050	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00062	clust_3145	fid|42068784|locus|VBIGarVag4823_0062|   N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068784|locus|VBIGarVag4823_0062	SEQ00062	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00086	clust_3146	fid|42068839|locus|VBIGarVag4823_0086|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068839|locus|VBIGarVag4823_0086	SEQ00086	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00109	clust_3147	fid|42068892|locus|VBIGarVag4823_0109|   Amino acid permease-associated region precursor   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068892|locus|VBIGarVag4823_0109	SEQ00109	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00111	clust_3148	fid|42068897|locus|VBIGarVag4823_0111|   DNA recombination protein RmuC   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068897|locus|VBIGarVag4823_0111	SEQ00111	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00133	clust_3149	fid|42068945|locus|VBIGarVag4823_0133|   Methionine ABC transporter substrate-binding protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42068945|locus|VBIGarVag4823_0133	SEQ00133	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00183	clust_3150	fid|42069056|locus|VBIGarVag4823_0183|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069056|locus|VBIGarVag4823_0183	SEQ00183	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00191	clust_3151	fid|42069073|locus|VBIGarVag4823_0191|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069073|locus|VBIGarVag4823_0191	SEQ00191	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00197	clust_3152	fid|42069086|locus|VBIGarVag4823_0197|   Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069086|locus|VBIGarVag4823_0197	SEQ00197	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00207	clust_3153	fid|42069108|locus|VBIGarVag4823_0207|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069108|locus|VBIGarVag4823_0207	SEQ00207	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00214	clust_3154	fid|42069125|locus|VBIGarVag4823_0214|   Topoisomerase IV subunit B (EC 5.99.1.-)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069125|locus|VBIGarVag4823_0214	SEQ00214	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00246	clust_3155	fid|42069194|locus|VBIGarVag4823_0246|   Sortase A, LPXTG specific   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069194|locus|VBIGarVag4823_0246	SEQ00246	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00273	clust_3156	fid|42069253|locus|VBIGarVag4823_0273|   Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069253|locus|VBIGarVag4823_0273	SEQ00273	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00339	clust_3157	fid|42069397|locus|VBIGarVag4823_0339|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069397|locus|VBIGarVag4823_0339	SEQ00339	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00369	clust_3158	fid|42069461|locus|VBIGarVag4823_0369|   SSU ribosomal protein S2p (SAe)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069461|locus|VBIGarVag4823_0369	SEQ00369	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00378	clust_3159	fid|42069480|locus|VBIGarVag4823_0378|   Homoserine dehydrogenase (EC 1.1.1.3)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069480|locus|VBIGarVag4823_0378	SEQ00378	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00407	clust_3160	fid|42069544|locus|VBIGarVag4823_0407|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069544|locus|VBIGarVag4823_0407	SEQ00407	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00411	clust_3161	fid|42069552|locus|VBIGarVag4823_0411|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069552|locus|VBIGarVag4823_0411	SEQ00411	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00417	clust_3162	fid|42069564|locus|VBIGarVag4823_0417|   Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069564|locus|VBIGarVag4823_0417	SEQ00417	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00418	clust_3163	fid|42069567|locus|VBIGarVag4823_0418|   phosphopyruvate hydratase   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069567|locus|VBIGarVag4823_0418	SEQ00418	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00456	clust_3164	fid|42069647|locus|VBIGarVag4823_0456|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069647|locus|VBIGarVag4823_0456	SEQ00456	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00481	clust_3165	fid|42069698|locus|VBIGarVag4823_0481|   FIG00424960: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069698|locus|VBIGarVag4823_0481	SEQ00481	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00518	clust_3166	fid|42069784|locus|VBIGarVag4823_0518|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069784|locus|VBIGarVag4823_0518	SEQ00518	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00528	clust_3167	fid|42069804|locus|VBIGarVag4823_0528|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069804|locus|VBIGarVag4823_0528	SEQ00528	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00571	clust_3168	fid|42069897|locus|VBIGarVag4823_0571|   FIG00672196: hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069897|locus|VBIGarVag4823_0571	SEQ00571	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00579	clust_3169	fid|42069915|locus|VBIGarVag4823_0579|   1,4-beta-N-acetylmuramidase   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069915|locus|VBIGarVag4823_0579	SEQ00579	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00580	clust_3170	fid|42069918|locus|VBIGarVag4823_0580|   Cell division trigger factor (EC 5.2.1.8)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069918|locus|VBIGarVag4823_0580	SEQ00580	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00610	clust_3171	fid|42069981|locus|VBIGarVag4823_0610|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069981|locus|VBIGarVag4823_0610	SEQ00610	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00615	clust_3172	fid|42069992|locus|VBIGarVag4823_0615|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42069992|locus|VBIGarVag4823_0615	SEQ00615	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00731	clust_3173	fid|42070251|locus|VBIGarVag4823_0731|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070251|locus|VBIGarVag4823_0731	SEQ00731	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00752	clust_3174	fid|42070293|locus|VBIGarVag4823_0752|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070293|locus|VBIGarVag4823_0752	SEQ00752	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00769	clust_3175	fid|42070329|locus|VBIGarVag4823_0769|   MSM (multiple sugar metabolism) operon regulatory protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070329|locus|VBIGarVag4823_0769	SEQ00769	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
