"cds_id"	"ortho_id"	"full_id"	"short_id"	"seq_id"	"strain_id"
"GV34|SEQ01082"	"clust_2142"	"fid|184005857|locus|VBIGarVag270440_1082|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005857|locus|VBIGarVag270440_1082"	"SEQ01082"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01083"	"clust_2143"	"fid|184005859|locus|VBIGarVag270440_1083|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005859|locus|VBIGarVag270440_1083"	"SEQ01083"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01092"	"clust_2219"	"fid|184005879|locus|VBIGarVag270440_1092|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005879|locus|VBIGarVag270440_1092"	"SEQ01092"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01114"	"clust_2230"	"fid|184005933|locus|VBIGarVag270440_1114|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005933|locus|VBIGarVag270440_1114"	"SEQ01114"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01115"	"clust_2229"	"fid|184005935|locus|VBIGarVag270440_1115|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005935|locus|VBIGarVag270440_1115"	"SEQ01115"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01116"	"clust_2228"	"fid|184005938|locus|VBIGarVag270440_1116|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005938|locus|VBIGarVag270440_1116"	"SEQ01116"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01117"	"clust_2227"	"fid|184005940|locus|VBIGarVag270440_1117|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005940|locus|VBIGarVag270440_1117"	"SEQ01117"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01118"	"clust_2226"	"fid|184005942|locus|VBIGarVag270440_1118|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005942|locus|VBIGarVag270440_1118"	"SEQ01118"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01119"	"clust_2225"	"fid|184005944|locus|VBIGarVag270440_1119|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005944|locus|VBIGarVag270440_1119"	"SEQ01119"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01120"	"clust_2224"	"fid|184005946|locus|VBIGarVag270440_1120|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005946|locus|VBIGarVag270440_1120"	"SEQ01120"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01121"	"clust_2223"	"fid|184005948|locus|VBIGarVag270440_1121|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005948|locus|VBIGarVag270440_1121"	"SEQ01121"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01122"	"clust_2222"	"fid|184005950|locus|VBIGarVag270440_1122|   putative ATP-binding protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005950|locus|VBIGarVag270440_1122"	"SEQ01122"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01124"	"clust_2221"	"fid|184005954|locus|VBIGarVag270440_1124|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184005954|locus|VBIGarVag270440_1124"	"SEQ01124"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01125"	"clust_2220"	"fid|184005956|locus|VBIGarVag270440_1125|   Secreted protein precursor   [Gardnerella vaginalis JCP8481B]"	"fid|184005956|locus|VBIGarVag270440_1125"	"SEQ01125"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01166"	"clust_2129"	"fid|184006042|locus|VBIGarVag270440_1166|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006042|locus|VBIGarVag270440_1166"	"SEQ01166"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01187"	"clust_2232"	"fid|184006095|locus|VBIGarVag270440_1187|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006095|locus|VBIGarVag270440_1187"	"SEQ01187"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01188"	"clust_2231"	"fid|184006098|locus|VBIGarVag270440_1188|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006098|locus|VBIGarVag270440_1188"	"SEQ01188"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01221"	"clust_2211"	"fid|184006182|locus|VBIGarVag270440_1221|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006182|locus|VBIGarVag270440_1221"	"SEQ01221"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01222"	"clust_2212"	"fid|184006184|locus|VBIGarVag270440_1222|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006184|locus|VBIGarVag270440_1222"	"SEQ01222"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01223"	"clust_2213"	"fid|184006186|locus|VBIGarVag270440_1223|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006186|locus|VBIGarVag270440_1223"	"SEQ01223"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01224"	"clust_2214"	"fid|184006188|locus|VBIGarVag270440_1224|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006188|locus|VBIGarVag270440_1224"	"SEQ01224"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01225"	"clust_2215"	"fid|184006190|locus|VBIGarVag270440_1225|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006190|locus|VBIGarVag270440_1225"	"SEQ01225"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01233"	"clust_2242"	"fid|184006211|locus|VBIGarVag270440_1233|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006211|locus|VBIGarVag270440_1233"	"SEQ01233"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01239"	"clust_2218"	"fid|184006225|locus|VBIGarVag270440_1239|   hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006225|locus|VBIGarVag270440_1239"	"SEQ01239"	"Gardnerella vaginalis JCP8481B"
"GV34|SEQ01249"	"clust_2156"	"fid|184006257|locus|VBIGarVag270440_1249|   FIG00672247: hypothetical protein   [Gardnerella vaginalis JCP8481B]"	"fid|184006257|locus|VBIGarVag270440_1249"	"SEQ01249"	"Gardnerella vaginalis JCP8481B"
