"short_id"	"genome_name"	"accession"	"annotation"	"feature_type"	"na_feature_id"	"locus_tag"	"gene"	"product"	"ec_number"	"ec_name"	"figfam_id"	"go_id"	"go_term"	"pathway_id"	"pathway_name"	"ortho_id"
"fid|55259305|locus|VBIGarVag169280_0080"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259305	"VBIGarVag169280_0080"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|55259305|locus|VBIGarVag169280_0080"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259305	"VBIGarVag169280_0080"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|55259305|locus|VBIGarVag169280_0080"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259305	"VBIGarVag169280_0080"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|55259307|locus|VBIGarVag169280_0081"	"Gardnerella vaginalis 315-A"	"AFDI01000003"	"PATRIC"	"CDS"	55259307	"VBIGarVag169280_0081"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|55259766|locus|VBIGarVag169280_0300"	"Gardnerella vaginalis 315-A"	"AFDI01000005"	"PATRIC"	"CDS"	55259766	"VBIGarVag169280_0300"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|55259768|locus|VBIGarVag169280_0301"	"Gardnerella vaginalis 315-A"	"AFDI01000005"	"PATRIC"	"CDS"	55259768	"VBIGarVag169280_0301"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|55259770|locus|VBIGarVag169280_0302"	"Gardnerella vaginalis 315-A"	"AFDI01000005"	"PATRIC"	"CDS"	55259770	"VBIGarVag169280_0302"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|55259992|locus|VBIGarVag169280_0410"	"Gardnerella vaginalis 315-A"	"AFDI01000006"	"PATRIC"	"CDS"	55259992	"VBIGarVag169280_0410"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|55260371|locus|VBIGarVag169280_0591"	"Gardnerella vaginalis 315-A"	"AFDI01000006"	"PATRIC"	"CDS"	55260371	"VBIGarVag169280_0591"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|55260657|locus|VBIGarVag169280_0729"	"Gardnerella vaginalis 315-A"	"AFDI01000008"	"PATRIC"	"CDS"	55260657	"VBIGarVag169280_0729"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|55260765|locus|VBIGarVag169280_0782"	"Gardnerella vaginalis 315-A"	"AFDI01000008"	"PATRIC"	"CDS"	55260765	"VBIGarVag169280_0782"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|55261775|locus|VBIGarVag169280_1266"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261775	"VBIGarVag169280_1266"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|55261779|locus|VBIGarVag169280_1268"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261779	"VBIGarVag169280_1268"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|55261781|locus|VBIGarVag169280_1269"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261781	"VBIGarVag169280_1269"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|55261887|locus|VBIGarVag169280_1317"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261887	"VBIGarVag169280_1317"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|55261887|locus|VBIGarVag169280_1317"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261887	"VBIGarVag169280_1317"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|55261889|locus|VBIGarVag169280_1318"	"Gardnerella vaginalis 315-A"	"AFDI01000013"	"PATRIC"	"CDS"	55261889	"VBIGarVag169280_1318"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85474827|locus|VBIGarVag251521_0221"	"Gardnerella vaginalis 284V"	"ADEL01000003"	"PATRIC"	"CDS"	85474827	"VBIGarVag251521_0221"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85475203|locus|VBIGarVag251521_0401"	"Gardnerella vaginalis 284V"	"ADEL01000003"	"PATRIC"	"CDS"	85475203	"VBIGarVag251521_0401"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|85475636|locus|VBIGarVag251521_0610"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475636	"VBIGarVag251521_0610"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|85475638|locus|VBIGarVag251521_0611"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475638	"VBIGarVag251521_0611"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|85475640|locus|VBIGarVag251521_0612"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475640	"VBIGarVag251521_0612"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|85475656|locus|VBIGarVag251521_0620"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475656	"VBIGarVag251521_0620"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85475658|locus|VBIGarVag251521_0621"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475658	"VBIGarVag251521_0621"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|85475658|locus|VBIGarVag251521_0621"	"Gardnerella vaginalis 284V"	"ADEL01000007"	"PATRIC"	"CDS"	85475658	"VBIGarVag251521_0621"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|85475748|locus|VBIGarVag251521_0663"	"Gardnerella vaginalis 284V"	"ADEL01000009"	"PATRIC"	"CDS"	85475748	"VBIGarVag251521_0663"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|85476162|locus|VBIGarVag251521_0866"	"Gardnerella vaginalis 284V"	"ADEL01000010"	"PATRIC"	"CDS"	85476162	"VBIGarVag251521_0866"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|85476483|locus|VBIGarVag251521_1019"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476483	"VBIGarVag251521_1019"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|85476485|locus|VBIGarVag251521_1020"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476485	"VBIGarVag251521_1020"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|85476485|locus|VBIGarVag251521_1020"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476485	"VBIGarVag251521_1020"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|85476485|locus|VBIGarVag251521_1020"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476485	"VBIGarVag251521_1020"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|85476485|locus|VBIGarVag251521_1020"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476485	"VBIGarVag251521_1020"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|85476487|locus|VBIGarVag251521_1021"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476487	"VBIGarVag251521_1021"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|85476493|locus|VBIGarVag251521_1024"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476493	"VBIGarVag251521_1024"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|85476535|locus|VBIGarVag251521_1044"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476535	"VBIGarVag251521_1044"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|85476921|locus|VBIGarVag251521_1229"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476921	"VBIGarVag251521_1229"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85476925|locus|VBIGarVag251521_1231"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476925	"VBIGarVag251521_1231"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|85476927|locus|VBIGarVag251521_1232"	"Gardnerella vaginalis 284V"	"ADEL01000011"	"PATRIC"	"CDS"	85476927	"VBIGarVag251521_1232"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|85477492|locus|VBIGarVag246379_0188"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477492	"VBIGarVag246379_0188"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|85477494|locus|VBIGarVag246379_0189"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477494	"VBIGarVag246379_0189"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|85477494|locus|VBIGarVag246379_0189"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477494	"VBIGarVag246379_0189"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|85477494|locus|VBIGarVag246379_0189"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477494	"VBIGarVag246379_0189"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|85477494|locus|VBIGarVag246379_0189"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477494	"VBIGarVag246379_0189"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|85477496|locus|VBIGarVag246379_0190"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477496	"VBIGarVag246379_0190"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|85477500|locus|VBIGarVag246379_0192"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477500	"VBIGarVag246379_0192"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|85477536|locus|VBIGarVag246379_0209"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477536	"VBIGarVag246379_0209"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|85477904|locus|VBIGarVag246379_0385"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477904	"VBIGarVag246379_0385"	NA	"Xylose repressor XylR (ROK family)"	NA	NA	"FIG01353285"	NA	NA	NA	NA	"clust_1146"
"fid|85477906|locus|VBIGarVag246379_0386"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85477906	"VBIGarVag246379_0386"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|85478042|locus|VBIGarVag246379_0449"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478042	"VBIGarVag246379_0449"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|85478042|locus|VBIGarVag246379_0449"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478042	"VBIGarVag246379_0449"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|85478044|locus|VBIGarVag246379_0450"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478044	"VBIGarVag246379_0450"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85478052|locus|VBIGarVag246379_0454"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478052	"VBIGarVag246379_0454"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|85478054|locus|VBIGarVag246379_0455"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478054	"VBIGarVag246379_0455"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|85478056|locus|VBIGarVag246379_0456"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478056	"VBIGarVag246379_0456"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|85478487|locus|VBIGarVag246379_0667"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478487	"VBIGarVag246379_0667"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|85478591|locus|VBIGarVag246379_0718"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85478591	"VBIGarVag246379_0718"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|85479302|locus|VBIGarVag246379_1059"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85479302	"VBIGarVag246379_1059"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|85479685|locus|VBIGarVag246379_1242"	"Gardnerella vaginalis 75712"	"ADEM01000003"	"PATRIC"	"CDS"	85479685	"VBIGarVag246379_1242"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85480097|locus|VBIGarVag246433_0124"	"Gardnerella vaginalis 0288E"	"ADEN01000002"	"PATRIC"	"CDS"	85480097	"VBIGarVag246433_0124"	NA	"Xylose-responsive transcription regulator, ROK family"	NA	NA	"FIG00092279"	NA	NA	NA	NA	"clust_1146"
"fid|85480099|locus|VBIGarVag246433_0125"	"Gardnerella vaginalis 0288E"	"ADEN01000002"	"PATRIC"	"CDS"	85480099	"VBIGarVag246433_0125"	NA	"Xylulose kinase (EC 2.7.1.17)"	"2.7.1.17"	"Xylulokinase"	"FIG00000793"	"GO:0004856"	"xylulokinase activity"	40	"Pentose and glucuronate interconversions"	"clust_1147"
"fid|85480103|locus|VBIGarVag246433_0127"	"Gardnerella vaginalis 0288E"	"ADEN01000002"	"PATRIC"	"CDS"	85480103	"VBIGarVag246433_0127"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85480248|locus|VBIGarVag246433_0198"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480248	"VBIGarVag246433_0198"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1144"
"fid|85480292|locus|VBIGarVag246433_0219"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480292	"VBIGarVag246433_0219"	NA	"ABC transporter, solute-binding protein"	NA	NA	"FIG01316958"	NA	NA	NA	NA	"clust_1143"
"fid|85480296|locus|VBIGarVag246433_0221"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480296	"VBIGarVag246433_0221"	NA	"ABC-type sugar transport system, permease component"	NA	NA	"FIG00005339"	NA	NA	NA	NA	"clust_1142"
"fid|85480298|locus|VBIGarVag246433_0222"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480298	"VBIGarVag246433_0222"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|85480298|locus|VBIGarVag246433_0222"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480298	"VBIGarVag246433_0222"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|85480298|locus|VBIGarVag246433_0222"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480298	"VBIGarVag246433_0222"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|85480298|locus|VBIGarVag246433_0222"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480298	"VBIGarVag246433_0222"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
"fid|85480300|locus|VBIGarVag246433_0223"	"Gardnerella vaginalis 0288E"	"ADEN01000003"	"PATRIC"	"CDS"	85480300	"VBIGarVag246433_0223"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|85480641|locus|VBIGarVag246433_0383"	"Gardnerella vaginalis 0288E"	"ADEN01000004"	"PATRIC"	"CDS"	85480641	"VBIGarVag246433_0383"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1148"
"fid|85480641|locus|VBIGarVag246433_0383"	"Gardnerella vaginalis 0288E"	"ADEN01000004"	"PATRIC"	"CDS"	85480641	"VBIGarVag246433_0383"	NA	"Galactokinase (EC 2.7.1.6)"	"2.7.1.6"	"Galactokinase"	"FIG00024073"	"GO:0004335"	"galactokinase activity"	52	"Galactose metabolism"	"clust_1148"
"fid|85480643|locus|VBIGarVag246433_0384"	"Gardnerella vaginalis 0288E"	"ADEN01000004"	"PATRIC"	"CDS"	85480643	"VBIGarVag246433_0384"	NA	"FIG01114224: hypothetical protein"	NA	NA	"FIG01114223"	NA	NA	NA	NA	"clust_1149"
"fid|85480668|locus|VBIGarVag246433_0396"	"Gardnerella vaginalis 0288E"	"ADEN01000005"	"PATRIC"	"CDS"	85480668	"VBIGarVag246433_0396"	NA	"hypothetical protein"	NA	NA	"FIG00638284"	NA	NA	NA	NA	"clust_1158"
"fid|85481040|locus|VBIGarVag246433_0574"	"Gardnerella vaginalis 0288E"	"ADEN01000005"	"PATRIC"	"CDS"	85481040	"VBIGarVag246433_0574"	NA	"L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)"	NA	NA	"FIG00003757"	NA	NA	NA	NA	"clust_1053"
"fid|85481256|locus|VBIGarVag246433_0680"	"Gardnerella vaginalis 0288E"	"ADEN01000007"	"PATRIC"	"CDS"	85481256	"VBIGarVag246433_0680"	NA	"transcription regulator, probable"	NA	NA	"FIG01342244"	NA	NA	NA	NA	"clust_1150"
"fid|85481258|locus|VBIGarVag246433_0681"	"Gardnerella vaginalis 0288E"	"ADEN01000007"	"PATRIC"	"CDS"	85481258	"VBIGarVag246433_0681"	NA	"Zeta toxin"	NA	NA	"FIG01346510"	NA	NA	NA	NA	"clust_1151"
"fid|85481260|locus|VBIGarVag246433_0682"	"Gardnerella vaginalis 0288E"	"ADEN01000007"	"PATRIC"	"CDS"	85481260	"VBIGarVag246433_0682"	NA	"FIG00424915: hypothetical protein"	NA	NA	"FIG01316768"	NA	NA	NA	NA	"clust_1152"
"fid|85481648|locus|VBIGarVag246433_0872"	"Gardnerella vaginalis 0288E"	"ADEN01000007"	"PATRIC"	"CDS"	85481648	"VBIGarVag246433_0872"	NA	"FIG00672247: hypothetical protein"	NA	NA	"FIG00672245"	NA	NA	NA	NA	"clust_1154"
"fid|85481756|locus|VBIGarVag246433_0925"	"Gardnerella vaginalis 0288E"	"ADEN01000007"	"PATRIC"	"CDS"	85481756	"VBIGarVag246433_0925"	NA	"N-acylglucosamine 2-epimerase (EC 5.1.3.8)"	"5.1.3.8"	"N-acylglucosamine 2-epimerase"	"FIG00041819"	NA	NA	520	"Amino sugar and nucleotide sugar metabolism"	"clust_1155"
"fid|85486164|locus|VBIGarVag244533_0113"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486164	"VBIGarVag244533_0113"	NA	"Alpha-L-fucosidase (EC 3.2.1.51)"	"3.2.1.51"	"Alpha-L-fucosidase"	"FIG00038920"	"GO:0004560"	"alpha-L-fucosidase activity"	NA	NA	"clust_1140"
"fid|85486166|locus|VBIGarVag244533_0114"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486166	"VBIGarVag244533_0114"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	52	"Galactose metabolism"	"clust_1141"
"fid|85486166|locus|VBIGarVag244533_0114"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486166	"VBIGarVag244533_0114"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	600	"Sphingolipid metabolism"	"clust_1141"
"fid|85486166|locus|VBIGarVag244533_0114"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486166	"VBIGarVag244533_0114"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	604	"Glycosphingolipid biosynthesis - ganglio series"	"clust_1141"
"fid|85486166|locus|VBIGarVag244533_0114"	"Gardnerella vaginalis 55152"	"ADEQ01000002"	"PATRIC"	"CDS"	85486166	"VBIGarVag244533_0114"	NA	"Beta-galactosidase (EC 3.2.1.23)"	"3.2.1.23"	"Beta-galactosidase"	"FIG00001548"	"GO:0004565"	"beta-galactosidase activity"	531	"Glycosaminoglycan degradation"	"clust_1141"
